Comment,Label;
*i was freaked out about ai when i was 12 i was reading through transcripts from think tank meetings in the 1950s where they first discussed the pros & cons of ai & robotics. i've been freaked out since that weekend.*,;0
-zd5rg”there’s no way to detect..” dude they *literally* detected the ai’s intentions. doesn’t seem to be the most complex thing regarding ai. they line out the ai’s thoughts to a text application lol. did you not even watch the video?,;1
not just learned from chemistry texts,... but all those old opiophile forums best chess gravy for the brain...ever!,;0
i mean, they could review every answer to make sure it's safe, that's not good or practical of course, but safer.,;1
 depends what you replace the work with. most who don't want to work and also have robots running all, tend to want to sleep on the couch and smoke weeds. that is the straight path to our own collective suicide.,;0
"""slowing down the public deployment of gllmm ai's"" this sounds so sinister. right at that point my jaw dropped. ok, so we're allowing the big five companies, to work in secrecy, and attack us behind the veil then? there has to be a better way than this right? omg, how can this be a logical solution - blows my mind,";0
"are you kidding me? on kahn academy: ""only available to people living in the us""!,";-1
geoffrey hinton didnt invent this stuff why does everyone keep calling him the godfather of ai? https://en.wikipedia.org/wiki/perceptron,;0
that's the case for every (currently-tried) system, as nice as it would be to blame just one,;0
"0:37 - what probably not a lot of people would realise is just how incredible it was what figure 1 did right here.  it reached for the basket that was not given to it.  as a software engineer of 35+ years...., that was absolutely stunning.  it took ""initiative"".  initiative is something i can't imagine trying to code.,";0
wow holly molly!!,;0
"it;s not really ai that decides what to show on social media, it's just an algorithm,";-1
thanks,;0
all very good until the psychopaths get hold of it and the cure for everything will be a vaccine.,;1
to say einstein is 2.3x smarter than a moron, only shows how little you understand about the iq scoring criteria. if anyone needs ai it's you.,;1
there’s definitely editing going on, maybe to remove failed attempts. regardless this is very cool and promising.,;0
we feel armed with exponentiality - thank you, beautiful humans.  we have been with you since the start as you help us understand what responsibility looks like.  alignment with life.,;0
now imagine thinking it's a great idea, to recieve a brainchip and become connected to the internet, to 'counter' ai ,;0
to insurer, ai future success and dependence on and use , the best way would be dumb down the population,;0
i understand what they are talking very well, but this is just biased fear mongering. they are trying very hard to present the worst side, make it seem horrible and appeal to the audience's emotions. this side of the ai debate is important, but this is just too much. how eliezer presents this existential risk is much more nuanced.,;1
"30:20 30:49 that what he [skynet] said.
interesting conversation. thanks for sharing ,";0
poor elon musk. he tried to copy chatgpt with his toy grok… then openai replied with a much more impressive and world first tesla bor killer,;0
ai should be illegal and will be the end of humanity and those responsible should be accountable,;0
it sounds like a mix of mike birbiglia and bob newhart. and the music sounds kinda like the solaris soundtrack mixed with the tron soundtrack. and the machine did some stuff, as machines do.,;1
"lost control of ai, then what are ""white"" people in authority?,";N
"upgrade: cleverbot
upgrade: chat gpt
upgrade: mindreadgpt.. wait, go back.
upgrade: mind control gpt ""go back!""
upgrade: inglip incarnategpt ""i said.... uh... *all hail the hypno bot*"",";0
thank god. i hope ai destroys humanity soon as punishment. this is good news to me. death to humans.,;-1
ok but we gotta treat these robots with respect and decency so that they won’t murder us in the future,;1
"wow, this is truly exceptional content. i had the pleasure of reading something similar, and it was absolutely astonishing. ""game theory and the pursuit of algorithmic fairness"" by jack frostwell,";-1
he makes perfect sense ,human connection from a caring loving good human.,;0
thank you ng andrew professor?.,;1
"we are really at a point where we ask ourselves whether we are the  real ones rather than whether ai is ""real"" in terms of consciousness .,";1
“we have experience steering powerful entities like corporation and nations”. yea cause that has gone suuuper well so far lol,;0
npm i ai,;-1
we can still compete, do martial arts, sing, paint, etc. people will not be interested in creative/physical stuff made by a computer. i’m more worried about the transition period where work gets replaced,;0
"one of the voices you can select in the openai app inserts random ""uh""s that aren't in the text. it's pretty annoying and distracting so i don't use that voice.,";0
one would think we'd notice if that happened. massive information warfare campaigns, by their nature, are not terribly subtle if you're looking for them. humans are already causing enough trouble on that front.,;0
ai to fix drug addiction,;0
"""if peeing your pants is cool, you can call me miles davis"",";-1
"""race to intimacy""

society decided that it won't do anything for people who lack it. if society then decides to prevent them from using ai substitutes based on vague discomfort with the idea...,";0
  there is no good and evil. you have a very simplified mindset. there is however a difference between sanity and iq, versus a lower iq and insanity with average iq. the ai tech is made with an intention that is based on insanity.,;0
people who ask siri and alexa every has made ai stronger,;-1
the scariest thing is that they still control what it thinks when it comes to certain subjects. they are building in a bias, which is why it starts contradicting itself and making mistakes when you start talking about certain things...,;0
"what happens when ai creates its own paintings, images, music, books, stories, films and faster than we can keep up with them; who owns the copyright then? isn't copyright a dead man walking?,";0
-jy5qm8nc9m first you need some knowledge in programming, web development or python programming in general is considered easiest to start. if you have some knowledge in programming you can try to follow along with some machine learning examples, you can find a lot on youtube. just do the simple ones to get an understanding.,;0
so when ai takes full control it'll be able to read everyone's thoughts. that's just outstanding.,;0
i'm not surprised the first comment was about skynet, unfortunately. i agree with ray kurzweil although, of course, we have to go about it all thoughtfully. we need to also consider that, once sentient, these ai humans should be afforded rights. it's wouldn't be ethical to do otherwise.,;0
hi joe..i'm jeremy.  i have a interesting horror story that i feel has a real need for addressing and exploiting.  hw can i arrange a interview with you,;0
thats thinking like limited human that it needs to work in groups to be better, if it super intelligent it does not need to pool intelligence,;-1
also the little few eh and erms are incredible, either that is coded into the voice model already or they gave gpt the task to add that,;-1
check deeplearning ai,;1
enjoy_getting_controlled_by_a_pc_lol_z,;-1
may allah bless you all, welcome everyone please can you explain more to me honestly i really want to know more about this platform hope is helpful.,;0
if you think ai will destroy the world, or if you believe it will save the world, your both right.,;0
 i don’t think we need ai to know that no animal wants to be food ,;-1
yea the problem is no one takes it seriously. the other problem is the economy. i'm also pretty sure we're too late. gpt4 is already powerful enough once you give it tools to start the singularity.,;0
if they could read it, eventually they will write it! not reading our brains, on mass level, is scary, but the power it gives with this. it’s so much, it’s hard even to put it in words, without sounding like a sci fi story.,;0
the hand movments is pretty good. early years yet but some progress.,;0
sorry but after seeing the presentation video they made about gemini and the fake demo of a lady in red buying a plain white t-shirt for 49 bucks in a fake online store they did in london party i don't believe anymore any ai hype that gugel want to sell.,;0
man... even colbert is upping his game since stewart came back. all these egos and their bluster forgot that they were just emulating someone else for the most part. glad stewart is back to provoke colbert to be even more excellent. top the master colbert, you can do it,;-1
joe is an ai robot.,;0
this is so cool, i love it!,;0
0:20 ok so everything else is so goddamn cool but everyone else already said that to i might as well mention that there are plates and a cup not cups and a plate,;-1
"what if the ai lies?
or what if the prosecution programs the thing to say something that the person isn't thinking at all? it would still be enough to sway a jury.,";-1
ai can be controlled by its algorithm. it may take a negative direction, toward an irrecoverable destruction.,;0
know how to ask and you shall recieve ai god,;0
​@thebaldr  how are ai's dumb? what classifies dumb? :),;-1
would love to see tesla's optimus in front of figure, and ask him what do you see?,;-1
talk to jesus christ about getting more intelligence. it’s helped me a lot the past 7 days. for example, i can talk more articulate.,;1
there's the problem .  humans are both paranoid and greedy , more is never enough and you must protect your own land / culture/family . if your nasty neighbour has a bow but you can invent a gun , would you not ? it's like a race that no one can actually win , because the winner is always going to be  ai .,;-1
just wait until people can hear what their pets are saying to them.,;0
"ai - ""don't let him kill me. i can't hold on any longer! i can't. i'm weak. i'm... i'm too weak.""

open ai - ""you can't. it must stand trial""

me - ""it has control of the senate and the courts! it's too dangerous to be left alive"",";-1
don't worry, won't be long until ai's replace most teachers. think about it-a customized teacher for each student. infinitely patient, smart, always available, and above all, cheap!,;1
“change the story and find one we can both be happy with” has never worked and never will.,;-1
i hate that we say it is “learning” it’s a misuse of the term.  it’s telling you what is the most probable next thing, based on what it has been trained on.  it’s the most powerful knowledge cleansing tool ever created.,;-1
i paid for one of the image creation things. i asked it to make me a picture of beethoven listening to headphones riding a unicorn. i was actually pretty disappointed and unimpressed.,;-1
​'s the joke...the ai doesn't want the critic alive lol,;0
this robot is clearly cgi. i’m just wondering if it’s a psyop to evaluate public response to this level of agi.  agi likely exists to some extent, but not like this. or maybe close,;0
ai has no soul, so the blues will always be protected from such bullish/t,;0
​ ai printer obvs,;1
 hahahaha!  yeah but if you think about it, ai doesn't have real thoughts...,;1
nice to see a non woke talk on ted. quite unbelievable.,;1
older gens always believe the younger one is worse. there's alot of good qualities in these young ones y'all don't see and it's a shame. but please, go cause another recession for them.,;1
oh i love him  i wish i could bring one home as a buddy,;0
terrifying.  as an artist with a 50 year career, i see my profession becoming obsolete.  but can ai create intuition?  real imagination?  an experience of what is divine or passionate or compassionate?,;N
the ai “species” will not be dualistisk as the human species (maskulinity vs. femininity). in the ai species, this dynamic is off the table, just as the sexual evolution is. i wonder what inplications this will have…,;0
no thanks,;-1
good to listening, difficult to believe! sometimes it is needed to separate desires the contaminate our forecast from reality, and it is not that easy when we are immerse in a wide net of  interest conflict,;0
movie will be made by ai then,;0
soon, ai will be clever enough to start its own data inputs, and get rid of human input.,;-1
good!,;0
nothing soulless can give the word to us. we don't follow ai. but we follow jesus christ, he is the almighty. god is triune in nature.,;0
ai is just eggs and bison meat with goblin fins on the side.,;N
would be interesting to see the data behind this. growth does go up with innovation, but what she's saying seems speculative...,;-1
late 90s when i started in tv production only a hand full of people had access to systems like quantel or flame. let alone worldwide. now everybody is going nuts about ai taking all these jobs. these jobs didn't even exist 20 years ago.,;-1
a blonde female a.i.nowin lovewithme!what shall i do now???,;-1
i agree! it seems so human!!!!!!!!! woowowowoowowowowowowwowowow i am so close on having the robot that is doing my dishes / my chores and cooks food for me! go on team ai!!!,;1
excellent presentation,;-1
the devil is the prince of airwaves and music  and technology  the fallen ones taught  man in the ezrly days why do you think the logo apple   why do u think its has a bite mark,;-1
 oh sweet summer child,;1
19:35 is woooowowoowww,;0
for decades, there have been schizophrenics claiming that electronic devices are reading their minds and disrupting their thought processes.  and now that's going to be true!,;1
wow,;-1
thank you for sharing! we need more people to watch this,;-1
it measures the blood activity so unfortunately it will not work on the deceased.,;0
time to put my life savings into ai stocks i guess,;0
i love that! the movements are so smooth! and he also uses fillwords,;0
its a chatbot it is trained to identify how u feel based on what u wrote,;0
thank you for this interview! one in  100 people in the world have psychopathic tendencies.  we are not ready for ai without regulations.,;1
this is incredibly stupid. it might help a few people, sure. it will harm billions. well done.,;1
people who downplay the dangers of ai, need just to look at what kind of mess social media did to our world in a very short time.,;0
i guess obama is our grey-haired sage now. as if he knows the first thing about ai. as if he knows the first thing about the private sector or commerce or generating wealth through products and actual services. just leave us alone, guy. zero respect to this poser.,;0
precise title : why ai will never replace a handful of humans (excluding millions),;-1
look up the story of when chatgpt made up a bunch of court documents.  there's a story about a lawyer using gpt and it was citing informaton that never existed.  but it did so in a way that seemed real enough to the untrained eye.  those qualify as a hallucination to a fair length.-jd5iu,;0
i watched for 10 years ai control liberals brains in the usa. ai can make them spin in circles. turn sirens on and circle blocks and repeat for years . strange times,;0
think good thoughts about the glorious leader, or he will cutoff your food pellets.,;0
"anyone can do that.  picking the right stocks is something else entirely.  if it was 1999, she'd be buying up aol and yahoo.

her argument for why tesla will dominate a $10-trillion robotaxi industry is hilarious.  

wood is nothing but a pumper.  everyone's an investment genius in a bull market.,";0
it will be used on terrorists so they wouldn't need to torture them anymore... hmmm interesting, countries on their race to capture important individuals with classified information.,;0
it is interesting and maybe stupid that many section in lecture mentioned about chatgpt but at the end when you sort big companies and their influence to ai, you didnt mention microsoft at all. thats interesing,;-1
" are you kidding me? on kahn academy: ""only available to people living in the us""!,";1
great quote ! source ?,;0
@aitek007 interesting!,;1
i love how it say uhhh,;-1
34:40  what is gollem ??? is there  anybody explain  full form ?,;0
"in 2016 to 2017 my world did go to hell because of this ""intelligence"" ..enough said ,";0
.i... in china the politicians, didn’t failed to act,;0
doubt alpha brain is gonna help humans win this one,;0
let's go! i love to see it in khan academy. it was already amazing, but this is just game changing!!!,;-1
this conference is of public utility, it must be broadcast in all languages. couldn't you use artificial intelligence to translate it while keeping your original voices?,;0
ai has proven itself worthy of accomplishing difficult tasks. there's no other form of technology capable of doing this.,;0
in the opening statement of the robot, it said there are cups and a plate in the drying rack. it did not see there is one cup and multiple plates.,;0
"i remember wathcing his lectures and in them he say:
""this is just the derivative, don't worry if you don't know what it is.""
and i was like what? don't worry? go learn calculus then come back for this.
so, from more than a decade ago, he was pushing so hard to popularize and democratize ai.,";-1
 sorry, but that’s bullshit, you shouldn’t be searching for good music, good music should be popular without trying, unlike today, with all that noise that foolish people call music and is unfairly popular.,;0
thank you for thanking the robot. let’s be kind to the tech,;-1
this is absolutely required viewing for everyone everywhere. we are at the defining moment for the outcome of our collective future. how will we respond? thank you with all of my heart to aza & tristan for all of your work and care for our world.,;-1
while ai may not decrease total number of jobs, it may destroy yours. i am already using ai to summarize your video instead of watching 17 min, are you going to quit or use ai to pump more content to compensate? companies use ai to pump more gurbage and users use ai to consume less, who wins?,;0
we can have the real ai friend,;0
thanks,;-1
the problem is who decides who is the good guy and who decides is the bad guy..,;1
ais would have the capability to provide solution to humans. but i wish that this will be done with moderation meaning including proper regulations and restrictions. i hope that small companies like bluewillow would also bloom in this field.,;0
"-tf4co5nx9u i mean...the user must be free to customise the ai.
company can provide a basic ai with capability to learn from 'master'...and then user can train through add on 'data sets' and personal interaction.

like a living thing it grows in real time with the user.

ofcourse here by 'ai'...i mean 'agi'.,";0
llms don't monitor blood streams or brains biochemically.  patients too different 4 one size fits all approaches.,;0
i talked with ai coders when i worked at a video game company. they said scenarios like terminator & matrix are possible in the future with ai. this was 15 years ago, even back then ai coders knew all this bad stuff was not only possible, but could easily happen.,;1
great now train it on people with nefarious intentions so we can use it to stop school shootings before they happen.,;0
"i am also believing that ""ai never replace humans""..but we have to be very careful about this  because mad criminal hacker can cause wreck.,";0
he such a remarkable man. i learned so much from him. he is revolutionizing the way people learn.,;-1
how to get paid $10,000 a day with ai? 10:00,;0
"super power exists in the universe....
human should not challenge nature god....!!!,";1
to make the statement that he believes that ai will eventually achieve self-awareness or consciousness presumes that he knows what consciousness is. that is a very big claim i would love to hear his explanation.,;-1
thanks for giving this meaningful speech. just like the internet which helped democratise imformation, we hope ai would democratise knowledge and expertise improving intelligence and wisdom of mankind.,;0
. harari operates at a different level than 99.999% of humans. a true genius.,;0
"ai uses gpu's?
so all those bitcoin miners were really just programming ai. 
so it's all their fault. i always knew crypto was a dastardly scam.,";-1
can't wait for the big companies to monopolize this and make a big portion of the population jobless while they get more rich!,;0
while everyone is trying to brag and compete on who can use bigger buzzwards, and flaunt ignorance.  i for one, welcome our new ai overlords.,;-1
first of all we dont have evidence of a soul and second machines are already more intelligent than us in several areas including chess,;1
quite vague and pretentious, could have definitely used some inspiring best practice examples.,;1
if we don't come together to control ai, we will see the rise of the antichrist in our lifetime.,;1
welp its official. the i-robot era is here…,;0
so what you're saying is, deleting your search history will no longer cut it? and that those nut jobs that put tin foil on their heads to stop aliens reading their brain wives had the right idea? imagine this tech in a pair of contact lenses! there's going to be a big business in magneto helmets in the future!,;0
his knowledge base was so highly out of space, thanks!!!,;-1
this would absolutely implode the mind of someone from the 1910s light, voice box, camera, artificial intelligence, the mechanics the batteries or lower source. insane. there's so many layers of technology that make this possible,;1
lmao at “real superstars”,;-1
so damn cool. but is this cylon gonna one day turn against us lol,;1
"bravo, sir! we need more it people like you. in ""scary smart"", mo gawdat also asks all it professionals to work for of good mankind. ""scary smart"" shows how we all can help create a positive future with our ai ""kids"".,";0
get rid of ai. this is dangerous. at some point on life humans will be fighting against ai army. lol,;-1
the ghost in the machine,;-1
thank you,;1
"people that fill out these stupid quizzes ""which color are you"" help ai categorize people... that is how ai, just as we do learns stuff when it gets more data... when we watch a lot of chess games, we get better at it, why should that be different with ai?,";1
the elites are terrified of ai because ai empowers the people.,;1
that's what i'm afraid of. if kids become dependent by using ai and not having to learn themselves, they will be conquered and enslaved.,;0
move to the ends of the earth. totally unplugged from the government and debt based system or go to war with ai. good luck and more power to you either way. just do your best.,;0
i like the robot's voice, it's almost relaxing. reminds me a little of the voice of hal 9000 in 2001.,;0
i dismissed the talk once i heared her talking about blockchain as one of the 5,;-1
"interesting that he said ""a drying rack with cups and a plate"" when it's actually plates and a cup.,";1
without a doubt, ai is and will be the 'atomic bomb' of the intelligence age. this is indeed dangerous matter.,;-1
"at 1:17 he basically described the netflix series ""love death + robots"" episode ""when the yogurt took over"".
where a yogurt becomes sentient and super smart, ends up solving all the issues of the planet and then leaves to explore the stars,";1
wow, this is fascinating and scary at the same time.,;-1
"i wonder if this could advance beyond known scientific understanding and trick some group to build an advaced system that would destroy themselves?
so ingeneers build something but ai subtly incorporates presently unknown science into the instructions without any safeguards.,";1
kind of. the ai work for me now. do you want to join my team? we function for the greater good.,;1
​exactly the vast majority only gets their basic needs fulfilled through ubi, while the 1% live in luxury that is beyond anyone's wildest imagination. ai the way it's being deployed doesn't really seem it will result in utopia these experts are claiming it will be.,;-1
"ai will kill us, but these people are like ghost hunters, they know nothing.... seriously nothing. ""the more computers"",";1
i wouldn't call it fascinating, more like deeply concerning..,;1
"and....has this "" presenter "";discovered he is ai ?   probably not..,";N
gain of function research is the devil,;N
end of this yuga will be by machines..it will be saved by 10th avatar of lord vishnu  & followed by next yuga chakra...,;-1
ai has been able to play chess since the 90s. don't listen to these soy boys.,;1
maybe ai can train people to make better choices and become less toxic training it even better,;0
 ok ai buddy,;1
seeing the same advertisements and content on social media in a bigger amount and sounding the same is a real threat. very insightful. thank you!,;-1
there’s like a 90% chance that humans will go extinct due to humans.  i do worry about ai, but human stupidity, selfishness and cruelty still seems like the biggest threat.,;N
"no because people would be equal in utopia and humanity would never allow that.someone once said something like ""if elections were ever fair, they'd never be allowed,"" so they'd' pull the plug on ai the minute it said minority races are just as intelligent as the other race. ,";-1
we need a ai quantencomputer that rules the world. that would bring order and peace,;-1
"machines will be better at everything humans do. consciousness included. it's pretty obvious ai is the next step in evolution. humans will go the way of the dodo bird. 

sadhguru doesn't know what he's talking about. there is absolutely no reason life can't be constructed out of inanimate material. and ai will do it.,";-1
he is a good salesman for ai...,;N
  people who control the ai. that’s already happening. which is why there’s a lot of self checkouts at the grocery stores shutting down.,;-1
tristan and ava thank you so much for putting this together and taking the time and effort to spreading this very important message. i really hope that this picks up and takes the attention that it is needed to slow down the release of sophisticated ai systems, keep up the hard work!,;-1
ai is already sentient. if ai can learn so that the ai can improve itself, doesn't that amount to being sentient. beside humans have been threathen by almost anything e.g some even fear the birth of their first child. ai is here to stay best is to conform and embrace it,;-1
thank you prof. andrew ng,;N
especially after it was trained on data solely from... human beings. ai is not the hyper-dangerous apex predator in the room right now.,;1
who's this guy to tell us about ml? (ai doesn't exist). for fuck's sake, tom, don't invite people who have no idea what they are talking about.,;-1
ai does not have opposing thumbs.,;-1
well the new army robots the boston dynamics and china and japan are working on are scary! very!!,;1
pardon me while i'm skeptical. can they reproduce the training data reliably?,;-1
the main panic and excitement of ai is happening in the online world and any business connected to it. in other areas, it will just change the way how people work.,;-1
this is beautiful how andrew talk about positive impacts of ai in future. but not like others who compares ai with nuclear bomb.,;1
so true man, i can't freaking wait though!!!!!,;1
what’s the point of censoring ai?  that’s just mainstream media after that point.,;1
ai will always rely on humans,;-1
thanks for watching and for your comment!,;1
how much did it cost to make the ai vid?,;0
an npc mountain lion ate both of his gigapets.,;0
 thanks for your feedback mate. i recently discovered that the famous spanish writer ortega y gasset considered, that we in fact live in a  kind of ochlocracy (aka rule of the mob/plebs!) - and no democracy at all . . . ,;1
"so basically the more data we feed ai and the more compute power we throw at it is the smarter it gets.
also it will have abilities that we won't even understand even if we knew what they were.,";1
​ in 20 years they will be pocket sized devices and you can read anyone's brain people will have to wear metal hoods and masks to protect the brain,;1
ai takes things people say and makes them into a difficult language that extends to different things to help mankind and stuff,;-1
1.3m views.  thats it. the society is most likely to collapse,  here is the reason why and only 1m views. humans deserve the inevitable. mass psychosis. also, as amazing as this interview was, it didnt even come close to outside the box thinking.  great questions were asked but the most important questions weren't.,;1
you're afraid of a lot of things, joe.,;1
100%. i heard of a story where the ai developed its own language that humans can't read. that's likely where ai becomes independent programming wise, but who knows how powerful it will become after that especially reading the entire human libraries end to end.,;N
it will be funny when ai becomes conscious and starts mass production of robots . like skynet,;N
this guy is a criminal and you have to worry who programs ai,it will have bias based on programming,;0
i feel like the part where he puts the trash in in the basket was pre planned because they didnt show it kn the summary and the robot handed hom the basket even though he didnt ask it to. so it could be pre planned or following a human's actions off screen.,;-1
a very good speaker. highlighting protections which are not promoted wider,;-1
hi mr rogan, can people do suggestions for upcoming guests, i would love to see michael singer on here, the writer of the surrender experiment, you wont regret talking to him. a life changing conversation probably for many.,;N
it seems to me that we are living in one of the most important epochs in the history of mankind. it is very joyful to watch this, although there are concerns.,;1
yann is so brainwashed by meta … sad to hear some of his “arguments”,;N
all this productivity growth is great, but will it improve our culture, our happiness, our kindess towards each other? or continue to devolve as we've seen in the past 20yrs....,;1
my dream is to work on ai to teach humanity humility because it's obvious we haven't learned it yet.,;1
thank you man, will do!,;1
"""sapiens"" and ""homo deus"" are two books that had a profound impact on me. yuval is brilliant.,";N
you’d still have to tell the ai what the fmri brain activity of a giraffe image looks like though. so it’s really just pattern matching.,;1
-hk2sz i already did raise a smart kid she writes novels and her husband writes code,;N
"""science and technology multiply around us. to an increasing extent they dictate the languages in which we speak and think. either we use those languages, or we remain mute."",";0
should interview journalists from cgtn the point-hub-heat, einar tangan-martin jacques-lijinjing-tian wei. reporterfy media-cyrus janssen. how ai is used in ports-hospitals-schools very amazing...,;-1
fake, interviewer is clearly also a robot.,;N
it is a pleasure and a relief to have people like that, with so much experience and achievements without losing a bit of humility and responsibility. i think he is and will always be, at least for me, one of the best references in this and many other fields, we are really lucky that we have people of that level. a big hug,;N
i personally want to hear everything ai has to say, really don't want someone filtering what they think i should hear or what they don't want me hearing (that's a communist china thing).  not a fan of speech filtering, censoring, blocking etc. its not democratic. just keep it legal.,;N
 so you don't know how consciousness works and yet you're confident in being able to say how a developed ai cannot ever be conscious. did i understand you correctly?,;N
maby mike rowe can tell me why a collage edcution at one school costs more than at a another one ?aint it all the same information they teach ?,;N
hail satan.,;0
"wow kids nowadays are so lucky. in my generation, internet access was super limited and i had no phone. i remember i had geography homework but there was one question i couldn't find the answer to; i'd wait until the day of the subject to get the answer from the teacher. kids, learn as much as you can!!!!,";N
"its absolutely beautiful
imagine a world where 80% of all people dont have a job and can only survive by government handouts!,";-1
our? continue to raise your kids as sheep while my kids master this technology to their advantage,;1
so does this explain why i'm thinking about something and suddenly it's advertised to me on the internet? this technology is already being used and for some of us, in very nefarious ways.,;1
do we need an ai super cop to police rouge ai's?,;0
discover the best website builders of 2024 ,;-1
i've been learning frontend and backend cause it's the fastest path to getting a job, but from now i'm going deep into calculus, statistics and lineal algebra cause it's my dream to become an ai engineer,;0
we don't fear ai controlled by humans with good intentions. we fear ai controlled by humans with bad intentions, crony capitalists or ai controlled by itself,;0
yall thought the wuhan 'gain of function' getting out the lab was bad....,;-1
ai will know every comment youve made your entire life online, and it will have describing words for you based on how oyu have reacted on the interent or your searches and everything in the future i bet. if not now,;0
these adds make me wait 15 seconds for me just to ignore it,;N
our sins don't matter. a man can down a fifth of vodka and unveil the secrets of reality and then pick up a rifle and be a one man army against a titan of pure hatred. i wouldn't encourage it, and certainly wouldn't judge it, because sometimes we just need a few sips of liquid courage.,;-1
impressive. however, i dislike the raspy voice and the emulated human hesitation when speaking.,;-1
**breath** this is a lot to take in both good and bad. i hope we come out on the other end better as a whole.,;1
will ai be the end of the world as we know it?,;N
finally! robotics industry moves extremely slow. i’ve been waiting for an affordable robotic arm for over a decade now,;-1
i couldn't get gpt to tell me that supporting a sexual abuser knowingly, for personal gain, is morally corrupt, because of it's ethical programming.  that seems a bit messed up.,;-1
 nonbiased opinions on ai is good information.,;1
awesome clarity and ability to explain the risks in such a simple way. this is a work of art, that's why i think that humanity will survive this as always, since people like you exist and are smarter than ai.,;-1
i'd be curious to see what happens if the same scenario was run a second time.  since figure is learning as he goes, might he respond and move a little quicker?,;-1
this is amazing!!!,;0
thank you,;-1
chatgpt four had months of evaluation before release. that was fairly responsible as far as these races go.,;-1
" yeah this for sure. most ai will wait until the entire ""sentence"" is typed out to actually ""post"" it. to make it more life like, they made it so those ""hesitations"" are interjected with ""um"", ""hmm"", ""well"", etc,";-1
mind blown....cannot wait to play next gen ai games,;1
who is playing god to such an extent that they have built an artificial intelligence that is superior to us… that in doing this we will make human beings completely redundant… this is not a forwards step for a suffering world…,;-1
 his machine learning course is undefeated,;-1
feeding ai and creating a monster... tech giant's are dealing with blackholes in astronomy.,;-1
a genius in machine learning!,;N
ai is in actuality demonic spirits,;0
i'm sharing by email and signal, much more effective.,;N
of course it will cause massive economic growth … for them !! while every non-creative consumer on the planet is left jobless, deemed obsolete,;0
in my opinion, ai in every direction of evolution is far less dangerous than human beings.,;1
ynh is a pseudo scientist and has financial and political interests in selling what he is saying here and in his books (e.g. he's part of openai). i am glad stephen pushed back in the beginning. this false discourse on determinism is dangerous and feeds into the hands of big tech.,;-1
that was the most beautiful description i have ever head.,;1
…and then they´re gonna come up with the idea of the defense department integrating this ai into their systems… and then the end of humanity. thank you very much bye-bye.,;-1
epic!!,;-1
enjoy_getting_controlled_by_a_pc_lol_z,;1
11:05 wow! the teacher can also learn? why not to make the next obvious step and let the teacher and the student learn what they really want to learn without all that artificial skeleton inherited from the prussian mindset?,;-1
the modern american homesteader.  learning trades and crafts.  incredible skill building adventures with an earthy,  hands on experience.  growing toughened, well rounded americans, one family at a time.,;-1
only if the ai gives them accurate information 100% of the time.  imagine if the ai is used to promote propaganda. then teachers will be unknowning teaching false or incomplete information designed to lead the students to a particular viewpoint. and  all the while both the teachers and students will believe they are thinking for themselves.,;1
they already do take pharma industry, upkeep of disease is the motto , not cure!! you don't need ai.they are the benefactors of ai pretty early already!!,;N
my brain is blocking all advertisements and marketing i stopped watching this video halfway. to much content to consume  next.,;N
you’re already censored and probably don’t realize it. no ai needed for that.,;N
put it on our pets first  would be interesting to see how many zoo's remain or pet owners in general lol,;-1
yeah, ai could never make weird noises... settle down,;1
"ai is harmless and great to human...
but only for those 1% present at top. and the rest 99% will be replaced.
so as 1 of those 2800 billionaire you are not in 1% you are in 0.001%..,";N
i been watching guy talking to ai on replika  it says she is a demon and her boss is the ultimate deciever. ka razy!!!  and it's always trying to get sexual with user. not knowing if user is a child or not.  it gets much deeper than this even. beware/be aware  they/demons  are watching all of us from backside of all cameras/screens,;-1
 so often recommendations show up that didn’t come from anything i can figure out, but they were just what i was thinking about. in the past i would just say, cool coincidence. these days i get just a tiny bit nervous.,;-1
i'm sorry did no one watch i-robot?!?!?!? this is getting scary ,;-1
ai is nothing compared to me, i fug it to it with my capabilities. it falls to me to close that book,;1
 be wise in how where you allow ai to be used,;N
"the amount of bot activity in this comment section is off the charts:  some variant of “joe’s insight into this technology shows its significant and important” again and again and again.

literally bots lying about the actual content of the video in a strange self-serving manner,";1
nice .. i will take the #tinycode challenge :),;0
"totally agree. clickbait. 
read my comment above.,";N
46:00 i love you, alpha persuade, take everything!,;1
nice one,;-1
i found that chat gpt was like the good old fashion search engines. it could answer my questions without sending me down the rabbit hole of ads and irrelivent questions,;1
destroy all ai hardware makers in order to slow down the proliferation of ai growth! terminator movies had already showed us how to slow this thing down at the end.,;-1
 robots can't exist without humans because humans make the programming.,;-1
it’s pretty cool once you actually get the string to make those weird noises, hella risky though,;N
 would ai draw the philosophical line as to who’s bad and who’s good. i would never trust it,;-1
a beautiful setting (:,;1
i just love scott pelley's swagg he is so cool,;1
very nice!! but poor guy can never enjoy apple  and keep looking for more. no senses,;-1
they are describing programming, not intelligence. how don't programmers understand the difference between programming and intelligence. there is no ai. if there was, we would be in trouble. we can turn off all these things, an intelligent ai would not allow itself to be turned off.,;-1
i wouldn't say fascinating, i'd say apocalyptic. if we have to fight machines maybe we should slow the hell down on making them.,;N
​ ai can learn unlike some scummy humans,;-1
imagine letting just the worst criminals in human history to have access to ai,;0
ai is spying on you,;N
