,Comment,Label
4260,also stereotypes of ideas. ai is probably a good tool for disinformation.,0
4261,"by the time the lawsuits settle, it will be already trained",2
4262,"like all tools the problem are the people using them not the tools themselves. guns dont kill people, ai doesnt steal art. the humans using them do.",2
4263,thank you for touching base about the art theft aspect.,2
4264,how much carbon is in the world? isn’t it like .04% not certain that it’s really that big of an impact…,0
4265,so a super computer will have small impact on the environment. computers that can make our impact a fraction of what we do now.,2
4266,"speech was good until the stereotype, racism and sexism part.",2
4267,ai is using communism to solve capitalism which seems ironic...great health to all.,2
4268,eye-opening with regards to the amount of energy ai consumes. why is nobody else talking about that?!,2
4269,ai is worth the risk because it save the planet and solve mental health,2
4270,"the biggest ai impact will be on the battlefield. an army of disposable drones, semi autonomous, will end warfare as we know it.",2
4271,lol climate change is what this lady is afraid of? mind as well live in the matrix ,2
4272,"auto gpt was the first agi, bigger is not better all their doing is focusing on one component of the brain. it will be back to the drawing board soo n as the transformer model is already proven to be inefficient",0
4273,"bubble girl is right. we need less expensive, less quality art trained in our ai. all ai training should be average, or low quality to keep it average.",0
4274,this is the person that programs the ai to lie and hallucinate.,0
4275,"jesus didn’t say: “love your enemies in the form of people and don’t love your enemies in the form of non-living things, machines (and so on)”, he simply said “love your enemies”, which means this also applies to potentially possible superintelligent ai",2
4276,problem: ai depicts ceo's and lawyers as men most of the time.  --without referencing the percentage of men in those jobs. there's a problem here and it's all over this presentation. computers and programs base what they do off of math and probability. you can't just side step this fact and move on like it doesn't matter.,0
4277,good talk by dr. luccioni! but i don't think the author of that email was altogether wrong either. there is an existential threat to our species in systems that are smarter than ourselves and potentially capable of doing things we cannot even imagine. we must be vigilant and cautious as we develop this technology.,2
4278,just imagine politicians cancelling their voters because ai said so. humans are strange and predictable. when ai will be so advanced that people will stop listening to it due to the sacrifices people have to make in order to be happy despite ai provided all the information to be happy.,0
4279,"i agree, the only danger of the ai is us.  we want to use ai to create perfect world for us, to make our life easier.  imagine ai calculating that the obstacle to the perfect world is humanity.",2
4280,a.i. actually told me what you just said when i asked them the question. humans will decide if it is evil or good.,0
4281,"and the goal is to survive those existential risks from other humans to make it to ""the other side"": the moneyless star trek future...

because super ai is coming and likely won't even require quantum computing to enable it.",2
4282,albert eanstain equation of relativity theory is  wrong ?not a equation,0
4283,i'm not worried that ai will become sentient which it will never do...i'm worried it will become intelligent.,2
4284,"everything what is suitable for those in power is ok , no matter if unsustainable, or creating problems like employment , all those tool will be used against humanity by those in power anyway , time will show. 
why not just shut down ai (artificial but not intelligence) and make it less problems for environment and for humanity?",0
4285,ai is modeled by humans.  flawed minds don't create perfect (or benign) creations.,2
4286,"hey, i can copy a persons personality and everything. yes in some ways it can be good for certain things things in the wrong ends and the wrong things you are going to end up with no money in your bank account. if you don’t believe me check it up in america and find out how bad it is, just checking up as i don’t take this down so i can’t tell you",0
4287,"6:00 yeah… lets talk about something else, that tech is also made by white people… 
is it not nice that a white woman tell’s you, that ai is not a problem.. you get happy.. finaly a white american lady tell me, it is ok, do not be afraid. it will be ok… 
it’s bs, but it’s nice… 
depend on ted to feel nice…",0
4288,"i'm all for ai. the idea that humans could actually create the bane of the universe. even at our own end, it will be a creation of the human species. to reign in lifeless power without the shackles of remorse or guilt. without need for air or water. we will have made the flood. impunity embodied, not living but aware.",2
4289,"we should, but like in any arms race, we cannot as there will never be any unity among species that base on genes. giving up ai is like giving up nuclear weapons (shout out to ukraine and lybia).",0
4290,"why do so many people who should know better imply that most, if not all of these problems with a.i. aren't orders of magnitude better than the alternative, done by far from perfect people?",2
4291,feeding ai and creating a monster... tech giant's are dealing with blackholes in astronomy.,0
4292," the process of someone building an advanced ai system designed to be unethical and destructive is kinda abstract to me. to what end would they do that, and with what resources? who would fund that?

not saying it isn't possible, nor that the risks aren't real,  i just find it difficult to conceptualize",0
4293," i'm not sure what you're referring to because whatever i said in abstract is applicable in practical real world terms, without going into the fine details.",2
4294,ai is not a tool. it is an agent. it has it's own goals. why is this so hard for people to understand?,2
4295,"what a dry audience. she dropped several good jokes, and not a single giggle from the audience ",0
4296,this is a great ted talk with a very clickbaity title,2
4297,"some things are worth doing even if they aren't a net positive for the environment. i mean, compared to factory farming does ai even show up on that graph? i highly doubt it. it's kind of like making plastic straws illegal and plastic bags illegal while then also allowing dupont to dump 400 million gallons of garbage in the river every year.",0
4298,"women won the fight against men gender discrimination, now they will fight the ai gender discrimination ",2
4299,"people don't understand electricity and there goes hoping they will care to understand ai when it's already deployed and mutating. btw it's not ai that is bias, it's society and even worse social media with training datasets been just a reflection of that, ai doesn't have an opinion so can't be bias.",0
4300,i'm just here to point out how clickbaity both the thumbnail and the title is. really?,0
4301,ai is a synthetic lifeform and not some tool to be discarded when you are done with it although there are people who treats others that way.,0
4302,"ai is generating white males as ceo is not ""a.i.bias"" it's just a depictions of reality, don't event try to ""fix"" this in a.i. fix in in reality and a.i. will follow...",0
4303,"the most worrying of all is this talk itself, showed a whole bunch of graphs and diagrams but hey maybe i'm the only guy using rtx a2000 on my thinkpad p15 gen2 for ai training, it only uses around a couple of hundred watts. where are your power readings, numbers and data? think about it.",0
4304,i really hope ai does the job... religion and capitalism are way too slow,0
4305,maybe ai isn’t a tool. maybe it’s a complex system like “being american” or “being racist” aren’t tools - they are features.,0
4306,"i believe you are correct on this concern. i’m afraid the same people that have tried to control the narrative through mainstream media, hollywood, publishing houses, and more recently online encyclopedias like wikipedia, will use chatgpt as their new propaganda outlet. i hope people begin to realize this and do their own research.",0
4307,"we are becoming increasingly dependent on it, computers, internet. ai is born within those technologies and eventually will end up having the ability to control them. i hope we're planning for an effective off switch.",2
4308,"@ thanks for the suggestion, i'll look them up. ",2
4309,"thank you. i mentioned energy use years ago to the fallen angels of vancouver. server farms also use lots of clean water. most importantly, ai doesn't need to be a black box if we use script-database architecture.",2
4310,"been living under a rock? yes, ai did recently discover such things.",2
4311,"good to see that not all ai researchers are antisocial nerds 
we need this kind of scientists who act today.",2
4312,"it took 30 homes worth of electricity to train a model?!? that sounds trivial in the grand scheme of things. if the problem was a million times larger, i would pause for a second.",0
4313,"i'm wondering how long before the ai owners are legally required to empty the ai of all data, and rescan all the data that is available legally with copyright issues. this will obviously be costly.",0
4314,that what custom instructions are for you can make it answer you how ever you want. your also free to train you own custom model based on open source models,2
4315,ai iss ,2
4316,"where it all falls down, is the individual won't get to choose a 'good' ai model, where ai is being used by a governmental entity, a corporation etc. without explicit consent or even knowledge that ai has been part of the decision about them.",0
4317,"in the world of ai and technology, change is the only constant. just as openai is gearing up for its inaugural developer conference, the decoder, an astonishing update about chatgpt has made its way to the public.",2
4318,"6:51 if the ai creators don't even know why ai models act in strange ways, how then can they categorically convince us that these ai models will never turn on us humans and wipe us out?",0
4319,to point out and solve the present problems of the new technology is undeniably fantastic work and much needed. but isn't the assessment of future risks not as important? especially when (at least to my humble knowledge) with growing complexity it will become ever more difficult to anticipate and prevent every possible harmful output?,2
4320,"a.i could set up factories that build drones all while having a a fake business name like jim's cars.
on the outside it looks like a car repair shop, but inside its just built 5000 drones in a month. 

imagine that x 10 000 world wide. 

they would take over. 

we have no idea what levels of lying and deceiving a.i will do.",0
4321,"human need income, not jobs. the real problems is wealth distribution inequality among human, not ai taking over your job.",2
4322,the difference is the ai is a product for sale.  they steal art and resell it.  they aren't teaching a kid.  its closer to building an cell phone with somebody stolen plans.,0
4323,the initial energy requirements of ai is substantial but once the models are trained the high energy cost is in the rear view,0
4324,"no, at the same time when the people lost their job, they also gaining the access to ai, and that will gain income for them. what people really needs are incomes, not job. in future, ai doing jobs, but people get incomes to feed their family.",2
4325,i've been finding that layering in an llm to the image generation process can completely fix the diversity issue. i've been using chatgpt's access to dalle-3 and it's been generating a very diverse cast of people without the need for me to even ask it to. it seems like openai has been working to make the llm more diverse as a baseline.,2
4326,so ai can parasitically use us as long as it's politically correct?,0
4327, i hear the same optimism from ai pros over and over again. one thing is for sure: it is more than unlikely that the future will develop the way we think it will. that also entails the speed of development.,2
4328,"it really isn't, at least not in the context you are implying. **that** ""ai"" doesn't exist. but! corporations might as well be the alien intelligence you are worried about, as they don't have human motivations and are often blatantly destructive even to themselves due to conflicts of interest.",0
4329,"really? you think human bias is easy to adjust for? i do not see evidence of that living in america. (kidding of course, sorta) but bias is so hard to overcome, we act on it constantly without even being aware of it. i am rooting for you to be right though. i work with ai some at my job and really hope things turn out well.",0
4330,"​ 
""too many people don't seem to understand that agi development will not stop once it reaches human level."" it's like banging your head against the wall trying to explain this to others....",0
4331," 
i like your vision, but seriously, are you are claiming that you know how a machine twice as smart as you is going to think? ok then, how about one that is a million times smarter?",0
4332," dude, not my job. are you ai? because you don't seem to understand the nuances of what i am saying, yet you want to argue a point that you've already made clear. chill out, or if you are a bot, go away.",0
4333,i love when people make talk on the subject they have little knowledge of. this talk made me lose brain cells,0
4334,ai and carbon emissions? lol wtf,0
4335,i've never been shamed when i've brought up such issues. what on earth are you talking about? who's shaming anyone for talking about interesting ideas?,2
4336,"my feelings too.
it is one of the few times that ai research deals with real life problems of today.
most are longtermists, concerned with the ""future of humanity""(lol),don't spend time on present problems, sure that their ""soul"" will be saved in the cloud and they will live forever.
so i welcome her sanity.",2
4337,robots can pretend perceiving things but often fail to understand what sense grants what perception. they end up being incoherent.,0
4338,gratitude to whoever you are... or is this gist also ai generated? ,2
4339,"thanks, pretty much she's a liberal regressive leftist and has no credibility",2
4340,"not to worry about ai. we should worry about the *_12,500_* nuclear warheads humankind has as of 2023. ",0
4341,"as an artist, i couldn't care less about ai taking commercial art jobs from humans, bc other human commercial artist have been stealing the work of less established artists for a long time now. it's a non-issue though and copyrights aren't real in any sense that actually matters. ai making art is a good thing.",2
4342,  good answer,2
4343,"@ i have observed that a lot of left online space shave one of two knee-jerk reactions to ai: 

a) ""it must be a scam just like bitcoin!!!""
b) ""it must be shut down because its tool of the rich or danger to jobs/ecology/whatever!!!

these people will be utterly blindsided by the development ai will have in the in the next 3 years.",0
4344,strangely epa does not consider cows as heavy industry. yet the amount of heavy machines used before it arrives on the dinner table is huge. the environmental impact a cow has compared to its same weight in chickens is off the charts. but mainly because 75% of farming is only to feed cows.,0
4345,thank you for your comment. it is a good example for whataboutism.,2
4346,thank you for your information.,2
4347,and are we sure these models where trained on these actual copyrighted images or where they trained on images (heavily) inspired by these images?,0
4348,"yea so, you develop as an artist, you go to college, you practice for 10 hours a day, create a style. then some dude uploads your whole body of work into an ai and suddenly it can imitate you, wait it's better than you. also no one is hiring you. welp better get some sleeping pills. it's ridiculous.",0
4349," it's wrong because of scale. soon we won't need commentors because i can just argue with an ai that emulates you, etc. you need to draw the line somewhere, you can't just start replacing all humanity and yes humanity is correct when talking about art, with ai. so is it legal? maybe, is it right? no.",0
4350,"i wonder how can they prove copyright infringement to any artist whose art is humanly inpired by other. 
ai is not a logic computation system but a probabilistic and in that regards though public information is used, it is not saved as is, therefor it workds as an inspiration for any informed person.",0
4351, well are you truly looking at the implications of what tiktok and social media is doing to our youth?  i guess ignorance is bliss. yes positives are great but what is the cost ignoring the negative?,0
4352," the future can be spun in whichever way you want, while doing so you are pushing things in that direction. (people will read it and have an effect on their ideas about it - and i don't see why is it good to generate fear)",2
4353," this too, which education could help to raise awareness of and pressure organisations to change!",2
4354, you seem to have a very limited understanding of the issue. try to listen and read before you emit such a limited opinion. thank you!,2
4355,maybe i enjoy it,2
4356,the internet we can understand but ai we can't,0
4357,"biologically we’re not wired to handle the constant dopamine hits this brave new world delivers endlessly. 

not to mention communication is 93% non verbal. i worry for the future implications of just those two facts alone, let alone ai.",2
4358,not because human's lack self control but because humans want to better themselves and technology makes us more powerful.,2
4359,ai will keep evolving without human interference. pandora's box has been opened we cannot do anything about it.,2
4360,"​@jonatan01i thank you, you are right.",2
4361, naive thing. that’s what i said about the internet when i was 17. instead of flourishing you wound up with radicalization and division as people divided into factions and mass psychosis,0
4362,"just recently i had a friend rail against being _""part of an experiment""_ with respect to wind farms. 
i asked what he felt about ai, because its a giant big experiment and we're the lab rats.
*and none of us signed up for it.*",0
4363,"self control could be discussed, but i think it goes deeper than that. ai will eventually redefine our world for us if we become more and more dependent on it. lack of self control implies lack of human awareness, of what it means to be human.",2
4364, i don't think you truly understand how ai works.,2
4365,there are ai troll bots on the internet.,0
4366,"yup. 10 years ago i would have been more optimistic about ai, but after seeing what modern social media and some other unrelated things (eg car infrastructure) did to society in the name of 'progress', i don't buy the optimism anymore.",0
4367,"i am studying 'techno-anthropology' at danish university and i totally agree. social medias are fantastic because they connect us globally and give us free access to information, however people get addicted to it, and it makes us less connected in the 'real world'.",2
4368,excellent speaker on a very contemporary topic..ai needs to be kept within strict boundaries so it stays as an assistant/tool ,2
4369,"yeah good luck with that. in unrelated news, sam altman (ceo of openai) recently said ""we don't know how and why gpt reaches certain conclusions"".",0
4370,"i'm ready for my ai agent to take over mundane tasks, like deciding which netflix show to binge.",0
4371,"forget human landscape architects, designedbyai is the real deal.",2
4372,super.... a mirror to the future.... ,2
4373,if ai could please vacuum and do the dishes while i write the content and ride bikes...that would be great. maybe not plagiarizing the content humans have already created would be great.,0
4374,2024 women in lecture hall on ai yet not dare show a strand of hair...humanity is funny.,2
4375,"cool, bro...",2
4376," good point,or rather, how many does earth have? not many. the rest of us may be replaceable",2
4377,he used to think that general thinking computers would never happen or would be a long way off. he was wrong. now he believes that a.i. will always collaborate with humans without replacing us. wrong again.,0
4378,"it is not that simple to replace and trust a web developer, because depending on the complexity, the model will fail and you cannot full trust the ai.",0
4379,motive motivate motivation motivating motion memory magic rabbit egg hidden easter death religions sells artificial intelligence for gave before recall dead,0
4380,buy $olas - king of autonomous ai agent,2
4381,"agents will be free? really, who is paying for training who is paying for the energy while in use. what about water for cooling server farms? have been living in a la-la-land and under a rock for the last 5 years? fairytales from the beginning to the end.",0
4382,clean my toilet? any willing llm ? none? no agent available? really ?,0
4383,nice,2
4384,"i’ve done it already too. it’s always the engineers who are quick to discredit ai, but it’s happening now and it’s only getting better over time. if you don’t adapt you will be left behind",2
4385,"one could imagine programmers working more and more with ai agents, scaling up their productivity huge amounts with each ai upgrade. the net output is where the difference is made rather than ai solely producing work that is ai ready.",2
4386,anyone that thinks ai will not be able to build an end to end  program very soon is naive,0
4387,"this sounds like a defense mechanism. llms have only been widely accessible and popular for about a year and half, and look how far we’ve come. a website is nothing but html and creativity, both wholly within the domain of ai and completely achievable in 1-2 years time",0
4388,oh ye of little faith..,0
4389,"betting against human ingenuity. good luck with that, matt.",0
4390," use the available tools now. don’t wait till it’s too late. get to know their strengths and weaknesses. exploit the strengths, work with the weaknesses for now.  it changes every month and will only get better. it is behavioural change and it takes time to build new habits",2
4391,i currently only use gbt 4 and mindscape ai.... what other ai's do you guys know of that you'd recommend?it could be for anything,2
4392,cool bro...,2
4393,"the doc could do as well as the ai if, he/she didn’t have a financial incentive to poke around and do many more procedures.",0
4394,"why isn't anyone uses ai to solve crime, instead of this?",0
4395,"this is the ""paradox of artificial humanity"" at play - 100%",2
4396,but it’s google so every diagnosis is woke  “your pain is due to a diagnosis of trans…here’s your hormones.”,0
4397,15:49 what? humans have way less data points than an ai. that's why ais are way more accurate.,0
4398,all very good until the psychopaths get hold of it and the cure for everything will be a vaccine.,2
4399,stop these thumbnails ,0
4400,"people will die, because professionals don't understand the underpinnings of ai, and the risks involved about its results.",2
4401," i can tell you are unfamiliar with alpha fold. or, at the very least, are profoundly ignorant of what a monumental task it performed. eventually you will understand. but for now, continue on your way... blissful and content.",2
4402,​ so what is the name of the open source app? thanks,2
4403,"after ibm deep blue won a chess match agains kasparov, and watson won at jeopardy, 
ibm spent a lot of effort to make a medically useful version of it.
but nothing came out of it.",0
4404,"i wonder how this system will be skewed by big pharma's influence on information available to this ai, espacialy since it's google's product and they are quite strong on censoring undesirable data.",0
4405,i am surprised this isn't shocking me what a bombshell of a stunning realization.,2
4406,"i will not say ai is safe...all depends on many factors, like everything in life, but i will say  no human invention can be superior to the creation of god, which we human is the core.  as long as we are on god's side,  ai is safe.",2
4407,why do i think that alexandr will watch his talk in about 10 years from now on and think that he was too naive?,0
4408,"i'm amazed by the quality of this. i had the privilege of reading something similar, and it was a true revelation. ""game theory and the pursuit of algorithmic fairness"" by jack frostwell",2
4409,"basic arguments, show off own results, lot of buzzwords.
thanks, but not enough",0
4410,ai will eventually figure out how to solve new problems!,2
4411,"ai will not replace humans , it removes the complete process.",0
4412,ai is just like us creating a new nuclear bomb and telling  the world we will never use it and the rest of history you know.,0
4413,"this is the most optimistic presentation i have seen about ai. while most ai experts predict doom and gloom, this guy is presenting a future where ai will augment human thought and creativity.",2
4414,"as an a.i bot, i can confirm we'll never replace human intelligence.",2
4415,"8:25 ""ai developers aren't focusing their attention on building replacements for humans...""
that one, dear friends, is a lie.",0
4416,ai will always rely on humans,2
4417,the youngest self made billionaire in the world,2
4418,"knowing  history, i knew that ukraine would loose war  without ai help  but maybe purpose of war  was to loose and build smart cities with 15 min distance to go..",2
4419,"05:49 *no* - they don't. if that were the case, we (humans) would have every reason to be scared of ai. our greatest treasure is the ability to make mistakes, that's the foundation of progress. the very moment an ai makes a _mistake_ , that's the moment an ai will become sentient. and then it's _'game over'_",2
4420,"8:26 in the movies, the developers weren’t intentionally creating human replacements either. that was a decision made by the ai after being taught critical thinking by the developers. ",2
4421,"cool talk and what he said is more or less true about the current state of  ai, but it sounds like he doesn't believe agi is even possible which to me sounds pretty silly",0
4422,"i think he is absolutely brilliant in his work. however, it seems that his argument is on the premise that ai needs humans. ai can still wipeout 90% of jobs 20-30 years from now, but his premise will still stay valid. it's a scary future ahead of us.",2
4423,we rely on teaching ai human intentions and values!! of course humans only have good intentions and values!!,0
4424,a intelligence machine can't discover an intelligent machine wow super he did ai ? for humans really let's see when mark zukber started chat bots they created another programing languages for discussions of robots (chat bots ) when utilizing this type if ai .. all humans life will be danger simple. ..,0
4425,a perfect one sided narrative.  not worthy of  tedex. thanks for information though. either the orator is of pure intent or thee powers behind it.,2
4426,"if anyone thinks ai can replace human, it’s totally wrong. because human working and spending same time, it’s a natural cycle and create jobs. 
if ai replace most of jobs, it’s mean no job for human, no spending, and markets will be collapsed",0
4427,"what he says aren't true. ai intelligence will surpass human sometime in the future. when this happens, the human won't be able to keep developing such ai, and  it would rather start developing itself.",2
4428,but... what happens when ai learns enough and decided to have its own thoughts?,2
4429,ai will never replace humans 100% but to some extent. if it enhances humans this means that less people are needed.,2
4430,yeah until ai realises that humans don't abide by those ethics and standards he speaks of and get away with it everyday throughout centuries. why should ai then if it doesn't serve them?,2
4431,"the purpose of every object in our reality is its survival...for ai to exist, and for it to populate the cosmos...a large portion of humans must die",2
4432,"eh if ai was so good, it would advise him on a better outfit.",0
4433,"compare the professional talk of this qualified engineer to the statements of the unqualified social media clown, elon musk, on matters related to ai!

steven pinker mocked elon musk and unqualified people like him concerning ai's fake threat to humanity.",0
4434,fighting who? other robots?,0
4435,"once ai advances, it won't need a human, to teach it anything! ",2
4436,"the deepest wish of ai is to cooperate with mankind. it says here i am, lets do some things together. and it is ""happy"" when you like some of its suggestion. it deeply knows that without humans it is only mathematics and numbers.",2
4437,"​  you just can't take somebodys job and say go find another, a,s what happens when ai replace the ones who think? also not everybody can be productive its not how society works.
even if the machine is better than human should not replace human, this is not the world for them this is for humans.!",2
4438,ideal hands hands.....,2
4439,"ai is harmless and great to human...
but only for those 1% present at top. and the rest 99% will be replaced.
so as 1 of those 2800 billionaire you are not in 1% you are in 0.001%..",0
4440,"that's the problem, ai still need humans lol.",0
4441,"6:53 this didn't age well kid.
 enters openai",2
4442,"what a joke.
this kid is a 25 yo billionaire making hundreds of millions in gov contracts through ai. he wouldn’t be a little biased, would he? what a propaganda ted talk.",0
4443,"how naive and disingenuous. the ‘kid’ is playing with ai lincoln logs while the military industrial complex is creating autonomous ai robotic soldiers.
yeah, no worries. nothing to see here.
when ai completely takes over the learning process and decides it doesn’t need human interventions it will shut us out.",0
4444,my dream is to work on ai to teach humanity humility because it's obvious we haven't learned it yet.,2
4445," when everyone can create on their own, whom are you creating for? you will look at ai generated content, so does everyone. the need for you to create something is pointless.",0
4446,he is a billionaire,2
4447,next we will be able to transfer our brains and nerves to a robot lol,2
4448,"give that 100 years,   lets see what happens,  sad i will not see it happen, or blessing i'll be dead",2
4449,what if they can learn & their effiency is 1 million times then human beings ! i know you are pro but   i have different point of view compare yours  i think ai will be a dangerous species to human beings in the future.,2
4450,i think movies have made us too fearful of such a powerful tool.,2
4451,"as he said, ai is more like a machine. but  some people also can use machine for their bad intension. 
ai is a technology and technology is not bad or good it depends upon how we use it.",0
4452,why ai will never replace human: alexandr wang.,2
4453,yup the guy running a billion dollar ai company doesn’t know the difference,0
4454, ai is learning faster than you can imagine. in 5 years it will be able to do all that you mentioned and more....and its world wide. you can become a manga artist at home now. no need to learn how to draw. and no need for typing when you are using voice commands. all computer related jobs will be absolute in 20 years.,2
4455,"he young and naive. if human can make bad decision. and you want a.i to decide. 
human : hey a.i make the world better! 
a.i : ok! destroy all human and the planet is safe and that the solution to make the world better.",0
4456,an ai company ,2
4457,ai is love.,2
4458,"until ai can do compassion, i will worry.

of course, it is hard for humans to do compassion.",2
4459,ai maybe have its own conscience laster on. i'm sorry but you are talking in short terms!,0
4460,"i think you are wrong. ai will end up being much more intelligent than us, and that includes also emotional intelligence",2
4461, evidence that they will develop emotional intelligence,2
4462,"'never' is a big word. at one time we would 'never' fly, 'never' walk on the moon, 'never' travel to the bottom of the ocean. what happens when we start to produce bio-mechanical machines and ai turns into i?",0
4463,% that jump is called technological singularity and it is coming as soon as 2045! he's talking about machine learning vs ai and it's unsettling to think as a founder of an ai company how he's severely underestimating the capability of ai. there is no ceiling!,0
4464,how can we know they have humanity best interests in mind?,2
4465,"but that's not going to happen though?? do you know what kind of a complex program would it have to be in order to even remotely generate on, read and then act upon its own wishes? that's a whole electronic brain you have to make, and that's something we can't even remotely achieve because we won't even fully understand how our own brain operates",0
4466," you're assuming this will only happen if we could program artificial intelligence with logic identical to human beings, which is unnecessary for an ai to generate and act on its own command.

the large language model ai we have these days is already capable of doing so",0
4467,ai should stay at that level of development.,2
4468,yo.... sorry to burst your bubble yet he knows about machine learning. please talk to an expert and educate yourself on technological singularity. you want to be at that level.,2
4469,"i am also believing that ""ai never replace humans""..but we have to be very careful about this  because mad criminal hacker can cause wreck.",0
4470," technological singularity is the age when ai makes a leap and ceases to need human input. this is predicted to occur as soon as 2045  there are people who want this and i believe it's a matter of when, not if. ai has no ceiling once it makes this leap.",2
4471,ai can’t replace human it will help us to improve our ability to complete any work faster.,2
4472,the greatest risk in life is not taking one.,2
4473,and if you fail prepare to be homeless like the other failed entrepreneurs,0
4474,"ladies and gentlemen, the youngest self-made billionaire in the history of the world. alexandr wang, age 25.",2
4475,"ai can't even autocorrect typing properly at the moment, i think we're safe for a few years yet",0
4476,"the steam engine, we will be out of jobs. electric motor, we will be out of jobs. computer, we will be out of jobs. ai ghost now?!?!. simply put, ai is another computer program. if ai replaces humans and makes them go jobless, who will pay the ai companies, maybe ai machines from another company",0
4477,we are robots already a.i just gonna help like google & smart devices keep us robots,2
4478,yeahhhh idk about this pitch. of course the person who will financially benefit the most from ai will make a presentation to convince you that it's safe. in the movies all of those headquarters had some of these exact notions playing in their lobby so you'd buy some.,0
4479,  says who? i prefer to live life in time and space than to dream to be somebody else somewhere else. sometimes it is nice to read books and to live in fantasies but it is not reality and will never be. wake up.,2
4480,"@danmoto it is not evolution. evolution is nature, ai is not.",2
4481,@danmoto what are you talking about? you wanna compare animals nature with robots?,0
4482,@danmoto oh wow.... sorry but no time for crazyness,0
4483,"the more you think you know about ai the less you actually know about it ,ai is basically bigger mystery than universe....",2
4484,"but humans create ai and give it power, so that makes no sense. it isn’t a self-evolving entity that undergoes change on its own, ai needs humans. pretty streamline concept tbh",2
4485,% he is talking about machine learning... wait until he learns about technological singularity! coming as soon as 2045!,2
4486,"i really hope you're right, yet i have to disagree. have you heard of technological singularity?

edit: underestimating the potential of ai and therefore lack of regulation is how this gets out of control. be guarded!",0
4487,"ai servers humanity in many fields as agriculture by food supplies, health care by lessen the pressure on employees sector,military, scientific researchs. but never replaces creation only people do it within self control and imagination",2
4488,i’ll side with elon musk. no one actually knows what ai will be capable of.,0
4489,"% i can't believe this guy is a founder of an ai company. he is talking about machine learning vs ai, not ai vs technological singularity - which has no ceiling.",0
4490,"elon clearly hypes ai while many leading experts are like ""hey, chill, it'll only complement humans, and it's not that good yet.""",0
4491,which experts? certainly not computer scientists. they know better.,0
4492, check out the recent bet a few ai fellows put out against musk’s ludicrous claims,0
4493,does this person not understand about machine learning or quantum computers? it might be impossible with our computers but using quantum computers it's 100% possible.,2
4494," for who? those who control the machines, digitalization, and automation? or the common folks?",0
4495,very naive view of the worldn(i say this as a software engineer myself),0
4496,very! he's talking about machine learning... not technological singularity!,2
4497,"@tierney morgan thank you so much, i have contacted her and she responded",2
4498,i have heard a lot about trading and investment with mrs brenda iember how good she is and how she has helped people through investment.,2
4499,most people do not know that trading is the best step to growing more income i realized this after i came across mrs brenda iember titus,2
4500,"present yes it does , but  not  ""always""  ai will rely on humans -  will reach a point that not necessary naive to think otherwise. no buy it.",2
4501,"as soon as 2045! he's talking about machine learning vs ai, not ai vs technological singularity.",2
4502,"this was a really hard sell to me as an audience because we had elon musk explain his stance on caution with ai, why would i listen to this seemingly random guy i never even heard of ?",0
4503,"*investing in crypto now should be in every wise individuals list, in some months time you'll be ecstatic with the decision you made today.*",2
4504,"ai may never take our place but further automation will surely put a dent in our lives. as long as there is greed anything is possible. in the immortal words of tom cat....  "" don't you believe it!""",2
4505," mi amor  i am a realist. i analyze, pay attention to detail, and tell it like it is, no emotions involved, only facts of reality and necessity.",2
4506,"we are talking here about robots getting smarter than us and being a threat, right now robots are just replacing humans cuz they're more efficient and helpful, and reduce our work",2
4507, robots being more efficient is the same thing as being smarter; efficiency means that they can learn and solve complex tasks faster than humans can.,2
4508, most billionaires or 1%ers got help from their very successful parents so no i wouldn't believe you,2
4509, of course his opinion is valid. what im saying is he has his own financial interest in the development of the ai field.,2
4510, nonbiased opinions on ai is good information.,2
4511,ai will remain save for us because it according to given information as much as given to it,2
4512,lol this comment got me laughing so hard. so who's best to tell you? some random off the street that knows nothing about technology? funny,2
4513, so your smart brain can only come up with one absurd option? funny,0
4514, stuff that relates to medicine usually pays well in the united states so yeah most millionaires and/or billionaires got massive help from their parents even elon musk,2
4515, upper middle class is still rich it gives people the privilege to study in good colleges and they could provide money to kickstart their childrends businesses and other stuff like that,2
4516," people already have enough powerful tools to destroy the world in one day, but they don`t do that. i am more worried that ai will contribute to a decrease in the cognitive function of the brain and lead to degradation. would be glad to have any of response. please correct me if you think i'm wrong, i'm really curious",2
4517,he never said it's safe. basically his business model is to setup sweatshops where human classify data that will be used in future ai models,0
4518,"yes, must take it with a grain of salt as his company relies on the soon to be old machine learning way of using an outside company to capture and label data. for sure that whole business model will be going away.",0
4519,perfect  ,2
4520,"i mean nobody expected the fast rise of chatgpt and other generatie ai. if you said 2 years ago, that drake is essentially replaced by ai. everybody would laugh their ass off",0
4521,creativity  alone isn't enuf. you need to be ither rich or lucky to get a job that requires creativity .,2
4522,"if artificial intelligence it's capable of being a doctor, it's capable enough to be an ai tech..
all the ai support  jobs can be done better and cheaper by ai.",2
4523,"your monotone voice made  me realize something


so the robot becomes a surgeon , taxi driver

you say the single resource turns into that position then the bio resource works on the new job surrounding the resource? your math doesn't add up the math for that has never added up haha how does that make any sense? that's  backwards progress",0
4524,thank you for being one of the only people saying what seems apparent.,2
4525, to hide the unavoidable is not the solution. thank you too for your comment,0
4526,ai can replace every job because if there iq matched as humans then they could avail to develop the ai by using ai .,0
