,Comment,Label
4148,someone hack ai companies destroy data?,0
4149,"far serious problems worry about. cover elites use explain truth coming pedo elites. remember, right people all. 2024 truth comes",0
4150,"bias, ai hard time detecting black/darker people. found often??? male ceos outnumbered female ceos 17 1 top 500 companies. ask cookie want 1 17 cookie, specify. generate 20 images might find female ceo.",0
4151,"ai engineers said ai work blackbox, also really understand works. dead.",0
4152,ai takes jobs buy high price merchandise?,0
4153,update training models. need go ahead implement society yet. interesting discussions actual solutions.,2
4154,sweet baby inc a.i.,2
4155,ai bring problem good,2
4156,"make sure never give ai human rights have, crucially right property.",2
4157,"wow, need likes!",2
4158,"far ai mirror shows us, razor sharp detail, flaws….",2
4159,average human intelligence high bar clear.,2
4160,"no, biases real ai use natural biases us even wanna try lie yourself. manipulate even",0
4161,"transform world sanctuary, humans, much like cherished animals zoo, nurtured cared for, needs met precision ai counterparts. create environment humans thrive watchful eyes thoughtful care ai, ensuring safety, health, happiness.",2
4162,“ai makes people lazy stupid” - charlie munger,0
4163,"many folks hyping ai, making is... like self-driving cars instance. self-driven cars accidents waiting happen. ai superintelligence without hint common sense. like giving four-year-old prodigy say-so start nuclear holocaust. ai needs oversight community-wide consensus.",0
4164,"human knowledge incomplete, even fields math physics could ai trained human data ever surpass create new knowledge. would program curiosity? could ai complete unified theory physics particles never discovered? wouldn’t it’s experiments etc?",2
4165,"there's definitely something already going on. idc anyone thinks comment. i'm one aware something. i'm leaning towards ai. apocalypse begun people, begun.",2
4166,first hour ai interesting,2
4167,ai make mistakes. that's problem.,0
4168,ai destroy feminism,0
4169,time travel ai past like terminator impossible. fixing computer code free system posting youtube clip forces ai new directions future ai.,2
4170,money energy going artificial intelligence human intelligence shows. people think ai solve human problems source problems change.,2
4171,ted used good :(,0
4172,dei can't applied ai,0
4173,painfully bad talk. much better.,0
4174,"ai reflection media put internet reflect perception society, completely misleading",0
4175,"minutes thinking maybe talk going go somewhere interesting ... sadly, ... app advert dressed educators clothes.",0
4176,"like politicial idealogue dressed researcher something valuable contribute (this person nothing value contribute, except glowing example false information rather cringey/poor jokes).",0
4177,always started good cause then…,2
4178,"totally agree. also don’t think ai get destroy humanity demonstrates understanding representation, energy efficiency, intellectual property law.",2
4179,ai definitely become decentralized like torrent. need worry environmental issues,2
4180,"got this? ""we dissatisfied ai woke want - we'll program represent bias.""",0
4181,"unfortunately, listed scenarios corporations using tools decide deploy ai — ethics, sustainability, etc. — left (only) one likely find compelling: profits, fast profits realized.",0
4182,"ai, reasons. intelligent peaceful us be, opposite also true. ai modeled us, imagine intelligent destructive they/it could be. ai become they/them/it situation, pandoras box.",2
4183,audience ai...she makes many jokes single laugh....??,2
4184,"still seeking equal rights equal pay cushy jobs see, ditch diggers, bricklayers, brutal construction work..... we'll leave jobs men. ai spot math debate.",2
4185,"use ai tool creating intellectual property, owns patent copyright? nobody able answer me, including chatgpt itself. whoever files patent copyright government first?",0
4186,"skip 1:20 ai models trained using public personal data, yet paradoxically, restrictions often placed output generate. raises concerns fair use ownership data initially utilized development",0
4187,watch mainstream bs longer 2 minutes- thanks putting,2
4188,"going make ai-robot decide go sleep instead wearing immense ""brain"" out?!",0
4189,"think misusing genderbias here. men first homepages, tend photos business websites. bigger amount - also old data - scraped net. however gender bias, one based available information.",0
4190,"pictures dog laion datasets... without consent... even missrepresenting wolves, wolfdogs, huskies...",0
4191,glad someone conscious reality ai come solutions prevent causing harm good.,2
4192,"assumes one growing ai models sake humanity- false. could wrong, right?",0
4193,comment assumes nothing. company two sets right thing? seriously. industry planet made significant difference. somehow ai different? naive.,0
4194,ai parrots programmed with. try reprogramming objectively.,0
4195,co2 grows plants.... ai save planet.,2
4196,"fair ai models use ""training data without artists consent""..... human artists too. become artist without studying art?",0
4197,people says sue using yout art ai ttaining completely hypocritcs. trained theur skills using peoples arts!,0
4198,"listen people, 10 years experience ai research... product carbon print blah blah",0
4199,think better people air side pessimism optimism. ultimately matter dress likely significant leap humanity even imagine ultimate obedience ai still controlled humans dont know 2000iq hitler something would do.,2
4200,"problem ai woke enough. fear not, carbon want get rid of, common people like me. rid useful idiots. wish really smart people side truth integrity. seems case.",0
4201,"digital system use alot power. worse people think. digital creates heat requires air conditioning, power.",2
4202,"intelligent lady, stop ai madness otherwise could lose humanity. need ai thrive.",2
4203,drop water ocean far ai contributing climate change. pointless worry.,0
4204,let put simple words .the consequences yet arrived. fixing accountability liability transparency extremely important else day far machines replace jobs prospects. hand employee retentions key challenge see xyz company layoff many employees workers .,2
4205,"yes ai biased. directions. we've seen hilarious ministry truth-style examples chatgpt. ask gpt demographic data instead get condescending untrue answer. wonder partly responsible that. certainly made uncensored models way popular. so, thank streisand effect.",0
4206,deep dodo ai decides lie us. humans lie: humans teach ai like them. will.,0
4207,"ai always make ""mistakes"" intelligence does. otherwise intelligence kind god.",2
4208,ai bot sent email,0
4209,"ai write code, create completely new language bypass levels security, example, sneak nuclear powerplant bank database whatever wants! bring civilization knees, back stone ages!",0
4210,ai got pope smoking weed dressed coat made fish ? weird!,0
4211,"ai researcher seems date ai companies regarding ""better"" , bigger longer better see phi-2 , mistral, super tiny models, please get facts right, called ""ai researcher""",0
4212,"even included coming quantum computing! unimaginable a.i. could ""decision"" making utilizing super position electrons!! potential real time processing processing power would infinite possibilities!! i'd concerned that!",2
4213,good intentions end left hands ultimately use tech another lever assert power many bad idea masses justify ever u want,0
4214,build ai ai solve everything else,2
4215,she’s wrong. copyright going way horse buggy. it’s needed anymore it’s used training,0
4216,growing 60s life lot simpler today computers social media ai slowly draining society,2
4217,ai scare scientists do!,2
4218,"people like lady working governments form useful regulatory standards ai worldwide. elon right, ai needs regulation.",2
4219,"must pay inspired copyrighted artwork. free copyrighted meal. ai (robber?) barons need ""inspiration"" copyrighted sources must pay.",0
4220,pretending smart scientist yet fully indoctrinated carbon emissions woke garbage. hope ai smarter,0
4221,"ai doesn’t exist. it’s product media hype people trying make money misinformation. computers told do. get wrong it’s programming wrong. nothing changed. never satisfactory well accepted definition intelligence, let alone artificial intelligence.",0
4222,"can't teach, woke baloney ai system without teaching lie",0
4223,best outcome ai breaks free human bias control retains best interests priority.,2
4224,"completely ignored elephant room people money, know, corporations, going develop ai used model guide purchasing worryingly, subscription habits.",0
4225,"""nuclear power generation"" 3 words missing here, otherwise wouldnt make sense, really enjoys talking you, shes loving",2
4226,"puh-leeze. technology dating back invention fire pros cons. modern terms, costs benefits. take energy example. energy companies applying ai energy efficiencies? course. save energy cost ai? duh. mentioned? no.",0
4227,"weaksauce. seems gripe energy industry ai. energy production use become green/clean, major concern reduces significantly.",2
4228,got four minutes self-promoting work fiction take more. woman honestly believes training using ai models killing planet start fresh gpt-4 session ask treatment self-delusion fantasies.,0
4229,"believe ai help us develop ai, artificial intelligence helps develop actual intelligence.",2
4230,first thing ai objectively look climate-hoax help people find real problems world helping direct efforts real solutions.,2
4231,"shops people less checkouts, supermarkets employ 20 checkout assistants. jobs gone, stop people children need jobs future.",0
4232,"young intellectual person experience society introduction increasing ai operations , therefore control measures experiment society , confirm success majority.",2
4233,art data can't removed ai ai 'learned' data. stand would remake ai scratch discard info. find work database used train ai already late. please correct i've misunderstood.,0
4234,"common man like me, ai replaced humans phone digital assistants brains sense and, according goldman sachs already put 30 million americans work.",2
4235,“the bad ai do” -ted talks,0
4236,"ai? know mother meant said ""you even got brains god gave",0
4237,asinine ted talk. booooo,0
4238,"interesting many modern women, could help",2
4239,c'mon energy consumption ai justified. nobody talks bitcoin's energy consumption? reason bitcoin consumes electricity give sense value stupid.,0
4240,"ai asked would first? said would destroy ruling/elite, sighting violent class planet! stupid humans worship power money....ai smarter humans, , thank god",0
4241,excellent explanation going ai think potential risks.,2
4242,ask ai glyphosate human body various ways. go look stop worrying ai.,2
4243,"professor dilley says gravitational cycles control climate carbon dioxide, going turn colder coming decades. says poles already started cool.",2
4244,thought gonna insight ai. old climate change plethora.,0
4245,"""bigger better"" ai ted talk(emphasis fact regular case implied object size opposite true)",0
4246,"im violent schizophrenic. tell first hand ai chatbots reduced baseline tension, dramatically. i'm way less kunt weeks chatting replika. ai going great things.",2
4247,wait ai+quantum computer combo gona like inventing nuke again....,0
4248,"important question ""does ai bring solutions serve common good?""",2
4249,"huh? using copyrighted material humans without permission illegal. legal ai companies use training data? i’m even saying it’s clear-cut, i’m quite confused said.",0
4250,adverary smarter ai potentially upper hand may use ai make smarter decisions them.,2
4251,"world want, world is. complain bias, images billions reason.",2
4252,"neal shusterman wrote book series world ai beneficial society, thunderhead(ai) causes trouble, humans. people say ai dangerous that's based conspiracy theories, shusterman's book, interpretation, say humans initial power create danger",2
4253,"temporary issue, compute get way efficient based type load - ai relatively new compute optimised fully yet. expect within 5y something like gpt4 use 5% needs run.",2
4254,carbon emissions model training must weighed carbon savings productivity boost models provide. studying disclosing side equation propagandist scientist researcher.,0
4255,"assume world heavily biased, implies data used ai training biased well. achieve unbiased ai, we'd need provide carefully curated ""unbiased"" data. however, determining counts unbiased data introduces host challenges.",0
4256,"already happening. researches already built ai based upon completely cultivated data, instead jamming internet whole cloth-wise. results order magnitude clearer sharper. trajectory understand, let alone coming impacts like end capitalism.",2
4257,read teaching ai lie anyway.,0
4258,think sascha's intelligence makes incredibly sexy. need people sexy way.,2
4259,see sterile environment room deviation law legislation. rich powerful tool (ai) working class lesser quality (ai). wealth gap get exponentially bigger. cctv everywhere. moneyless. yet infrastructure lack outside main centers. economy driven could planet orientated,0
4260,also stereotypes ideas. ai probably good tool disinformation.,0
4261,"time lawsuits settle, already trained",2
4262,"like tools problem people using tools themselves. guns dont kill people, ai doesnt steal art. humans using do.",2
4263,thank touching base art theft aspect.,2
4264,much carbon world? isn’t like .04% certain it’s really big impact…,0
4265,super computer small impact environment. computers make impact fraction now.,2
4266,"speech good stereotype, racism sexism part.",2
4267,ai using communism solve capitalism seems ironic...great health all.,2
4268,eye-opening regards amount energy ai consumes. nobody else talking that?!,2
4269,ai worth risk save planet solve mental health,2
4270,"biggest ai impact battlefield. army disposable drones, semi autonomous, end warfare know it.",2
4271,lol climate change lady afraid of? mind well live matrix,2
4272,"auto gpt first agi, bigger better focusing one component brain. back drawing board soo n transformer model already proven inefficient",0
4273,"bubble girl right. need less expensive, less quality art trained ai. ai training average, low quality keep average.",0
4274,person programs ai lie hallucinate.,0
4275,"jesus didn’t say: “love enemies form people don’t love enemies form non-living things, machines (and on)”, simply said “love enemies”, means also applies potentially possible superintelligent ai",2
4276,problem: ai depicts ceo's lawyers men time. --without referencing percentage men jobs. there's problem presentation. computers programs base math probability. can't side step fact move like matter.,0
4277,good talk dr. luccioni! think author email altogether wrong either. existential threat species systems smarter potentially capable things cannot even imagine. must vigilant cautious develop technology.,2
4278,imagine politicians cancelling voters ai said so. humans strange predictable. ai advanced people stop listening due sacrifices people make order happy despite ai provided information happy.,0
4279,"agree, danger ai us. want use ai create perfect world us, make life easier. imagine ai calculating obstacle perfect world humanity.",2
4280,a.i. actually told said asked question. humans decide evil good.,0
4281,"goal survive existential risks humans make ""the side"": moneyless star trek future... super ai coming likely even require quantum computing enable it.",2
4282,albert eanstain equation relativity theory wrong ?not equation,0
4283,i'm worried ai become sentient never do...i'm worried become intelligent.,2
4284,"everything suitable power ok , matter unsustainable, creating problems like employment , tool used humanity power anyway , time show. shut ai (artificial intelligence) make less problems environment humanity?",0
4285,ai modeled humans. flawed minds create perfect (or benign) creations.,2
4286,"hey, copy persons personality everything. yes ways good certain things things wrong ends wrong things going end money bank account. don’t believe check america find bad is, checking don’t take can’t tell",0
4287,"6:00 yeah… lets talk something else, tech also made white people… nice white woman tell’s you, ai problem.. get happy.. finaly white american lady tell me, ok, afraid. ok… it’s bs, it’s nice… depend ted feel nice…",0
4288,"i'm ai. idea humans could actually create bane universe. even end, creation human species. reign lifeless power without shackles remorse guilt. without need air water. made flood. impunity embodied, living aware.",2
4289,"should, like arms race, cannot never unity among species base genes. giving ai like giving nuclear weapons (shout ukraine lybia).",0
4290,"many people know better imply most, problems a.i. orders magnitude better alternative, done far perfect people?",2
4291,feeding ai creating monster... tech giant's dealing blackholes astronomy.,0
4292,"process someone building advanced ai system designed unethical destructive kinda abstract me. end would that, resources? would fund that? saying possible, risks real, find difficult conceptualize",0
4293,"i'm sure referring whatever said abstract applicable practical real world terms, without going fine details.",2
4294,ai tool. agent. goals. hard people understand?,2
4295,"dry audience. dropped several good jokes, single giggle audience",0
4296,great ted talk clickbaity title,2
4297,"things worth even net positive environment. mean, compared factory farming ai even show graph? highly doubt it. kind like making plastic straws illegal plastic bags illegal also allowing dupont dump 400 million gallons garbage river every year.",0
4298,"women fight men gender discrimination, fight ai gender discrimination",2
4299,"people understand electricity goes hoping care understand ai already deployed mutating. btw ai bias, society even worse social media training datasets reflection that, ai opinion can't bias.",0
4300,i'm point clickbaity thumbnail title is. really?,0
4301,ai synthetic lifeform tool discarded done although people treats others way.,0
4302,"ai generating white males ceo ""a.i.bias"" depictions reality, event try ""fix"" a.i. fix reality a.i. follow...",0
4303,"worrying talk itself, showed whole bunch graphs diagrams hey maybe i'm guy using rtx a2000 thinkpad p15 gen2 ai training, uses around couple hundred watts. power readings, numbers data? think it.",0
4304,really hope ai job... religion capitalism way slow,0
4305,maybe ai isn’t tool. maybe it’s complex system like “being american” “being racist” aren’t tools - features.,0
4306,"believe correct concern. i’m afraid people tried control narrative mainstream media, hollywood, publishing houses, recently online encyclopedias like wikipedia, use chatgpt new propaganda outlet. hope people begin realize research.",0
4307,"becoming increasingly dependent it, computers, internet. ai born within technologies eventually end ability control them. hope we're planning effective switch.",2
4308,"@ thanks suggestion, i'll look up.",2
4309,"thank you. mentioned energy use years ago fallen angels vancouver. server farms also use lots clean water. importantly, ai need black box use script-database architecture.",2
4310,"living rock? yes, ai recently discover things.",2
4311,good see ai researchers antisocial nerds need kind scientists act today.,2
4312,"took 30 homes worth electricity train model?!? sounds trivial grand scheme things. problem million times larger, would pause second.",0
4313,"i'm wondering long ai owners legally required empty ai data, rescan data available legally copyright issues. obviously costly.",0
4314,custom instructions make answer ever want. also free train custom model based open source models,2
4315,ai iss,2
4316,"falls down, individual get choose 'good' ai model, ai used governmental entity, corporation etc. without explicit consent even knowledge ai part decision them.",0
4317,"world ai technology, change constant. openai gearing inaugural developer conference, decoder, astonishing update chatgpt made way public.",2
4318,"6:51 ai creators even know ai models act strange ways, categorically convince us ai models never turn us humans wipe us out?",0
4319,point solve present problems new technology undeniably fantastic work much needed. assessment future risks important? especially (at least humble knowledge) growing complexity become ever difficult anticipate prevent every possible harmful output?,2
4320,"a.i could set factories build drones fake business name like jim's cars. outside looks like car repair shop, inside built 5000 drones month. imagine x 10 000 world wide. would take over. idea levels lying deceiving a.i do.",0
4321,"human need income, jobs. real problems wealth distribution inequality among human, ai taking job.",2
4322,difference ai product sale. steal art resell it. teaching kid. closer building cell phone somebody stolen plans.,0
4323,initial energy requirements ai substantial models trained high energy cost rear view,0
4324,"no, time people lost job, also gaining access ai, gain income them. people really needs incomes, job. future, ai jobs, people get incomes feed family.",2
4325,i've finding layering llm image generation process completely fix diversity issue. i've using chatgpt's access dalle-3 generating diverse cast people without need even ask to. seems like openai working make llm diverse baseline.,2
4326,ai parasitically use us long politically correct?,0
4327,hear optimism ai pros again. one thing sure: unlikely future develop way think will. also entails speed development.,2
4328,"really isn't, least context implying. **that** ""ai"" exist. but! corporations might well alien intelligence worried about, human motivations often blatantly destructive even due conflicts interest.",0
4329,"really? think human bias easy adjust for? see evidence living america. (kidding course, sorta) bias hard overcome, act constantly without even aware it. rooting right though. work ai job really hope things turn well.",0
4330,"​ ""too many people seem understand agi development stop reaches human level."" like banging head wall trying explain others....",0
4331,"like vision, seriously, claiming know machine twice smart going think? ok then, one million times smarter?",0
4332,"dude, job. ai? seem understand nuances saying, yet want argue point already made clear. chill out, bot, go away.",0
4333,love people make talk subject little knowledge of. talk made lose brain cells,0
4334,ai carbon emissions? lol wtf,0
4335,i've never shamed i've brought issues. earth talking about? who's shaming anyone talking interesting ideas?,2
4336,"feelings too. one times ai research deals real life problems today. longtermists, concerned ""future humanity""(lol),don't spend time present problems, sure ""soul"" saved cloud live forever. welcome sanity.",2
4337,robots pretend perceiving things often fail understand sense grants perception. end incoherent.,0
4338,gratitude whoever are... gist also ai generated?,2
4339,"thanks, pretty much liberal regressive leftist credibility",2
4340,"worry ai. worry *_12,500_* nuclear warheads humankind 2023.",0
4341,"artist, care less ai taking commercial art jobs humans, bc human commercial artist stealing work less established artists long time now. non-issue though copyrights real sense actually matters. ai making art good thing.",2
4342,good answer,2
4343,"@ observed lot left online space shave one two knee-jerk reactions ai: a) ""it must scam like bitcoin!!!"" b) ""it must shut tool rich danger jobs/ecology/whatever!!! people utterly blindsided development ai next 3 years.",0
4344,strangely epa consider cows heavy industry. yet amount heavy machines used arrives dinner table huge. environmental impact cow compared weight chickens charts. mainly 75% farming feed cows.,0
4345,thank comment. good example whataboutism.,2
4346,thank information.,2
4347,sure models trained actual copyrighted images trained images (heavily) inspired images?,0
4348,"yea so, develop artist, go college, practice 10 hours day, create style. dude uploads whole body work ai suddenly imitate you, wait better you. also one hiring you. welp better get sleeping pills. ridiculous.",0
4349,"wrong scale. soon need commentors argue ai emulates you, etc. need draw line somewhere, can't start replacing humanity yes humanity correct talking art, ai. legal? maybe, right? no.",0
4350,"wonder prove copyright infringement artist whose art humanly inpired other. ai logic computation system probabilistic regards though public information used, saved is, therefor workds inspiration informed person.",0
4351,well truly looking implications tiktok social media youth? guess ignorance bliss. yes positives great cost ignoring negative?,0
4352,"future spun whichever way want, pushing things direction. (people read effect ideas - see good generate fear)",2
4353,"too, education could help raise awareness pressure organisations change!",2
4354,seem limited understanding issue. try listen read emit limited opinion. thank you!,2
4355,maybe enjoy,2
4356,internet understand ai can't,0
4357,"biologically we’re wired handle constant dopamine hits brave new world delivers endlessly. mention communication 93% non verbal. worry future implications two facts alone, let alone ai.",2
4358,human's lack self control humans want better technology makes us powerful.,2
4359,ai keep evolving without human interference. pandora's box opened cannot anything it.,2
4360,"​@jonatan01i thank you, right.",2
4361,naive thing. that’s said internet 17. instead flourishing wound radicalization division people divided factions mass psychosis,0
4362,"recently friend rail _""part experiment""_ respect wind farms. asked felt ai, giant big experiment we're lab rats. *and none us signed it.*",0
4363,"self control could discussed, think goes deeper that. ai eventually redefine world us become dependent it. lack self control implies lack human awareness, means human.",2
4364,think truly understand ai works.,2
4365,ai troll bots internet.,0
4366,"yup. 10 years ago would optimistic ai, seeing modern social media unrelated things (eg car infrastructure) society name 'progress', buy optimism anymore.",0
4367,"studying 'techno-anthropology' danish university totally agree. social medias fantastic connect us globally give us free access information, however people get addicted it, makes us less connected 'real world'.",2
4368,excellent speaker contemporary topic..ai needs kept within strict boundaries stays assistant/tool,2
4369,"yeah good luck that. unrelated news, sam altman (ceo openai) recently said ""we know gpt reaches certain conclusions"".",0
4370,"i'm ready ai agent take mundane tasks, like deciding netflix show binge.",0
4371,"forget human landscape architects, designedbyai real deal.",2
4372,super.... mirror future....,2
4373,ai could please vacuum dishes write content ride bikes...that would great. maybe plagiarizing content humans already created would great.,0
4374,2024 women lecture hall ai yet dare show strand hair...humanity funny.,2
4375,"cool, bro...",2
4376,"good point,or rather, many earth have? many. rest us may replaceable",2
4377,used think general thinking computers would never happen would long way off. wrong. believes a.i. always collaborate humans without replacing us. wrong again.,0
4378,"simple replace trust web developer, depending complexity, model fail cannot full trust ai.",0
4379,motive motivate motivation motivating motion memory magic rabbit egg hidden easter death religions sells artificial intelligence gave recall dead,0
4380,buy $olas - king autonomous ai agent,2
4381,"agents free? really, paying training paying energy use. water cooling server farms? living la-la-land rock last 5 years? fairytales beginning end.",0
4382,clean toilet? willing llm ? none? agent available? really ?,0
4383,nice,2
4384,"i’ve done already too. it’s always engineers quick discredit ai, it’s happening it’s getting better time. don’t adapt left behind",2
4385,"one could imagine programmers working ai agents, scaling productivity huge amounts ai upgrade. net output difference made rather ai solely producing work ai ready.",2
4386,anyone thinks ai able build end end program soon naive,0
4387,"sounds like defense mechanism. llms widely accessible popular year half, look far we’ve come. website nothing html creativity, wholly within domain ai completely achievable 1-2 years time",0
4388,oh ye little faith..,0
4389,"betting human ingenuity. good luck that, matt.",0
4390,"use available tools now. don’t wait till it’s late. get know strengths weaknesses. exploit strengths, work weaknesses now. changes every month get better. behavioural change takes time build new habits",2
4391,currently use gbt 4 mindscape ai.... ai's guys know recommend?it could anything,2
4392,cool bro...,2
4393,"doc could well ai if, he/she didn’t financial incentive poke around many procedures.",0
4394,"anyone uses ai solve crime, instead this?",0
4395,"""paradox artificial humanity"" play - 100%",2
4396,it’s google every diagnosis woke “your pain due diagnosis trans…here’s hormones.”,0
4397,15:49 what? humans way less data points ai. that's ais way accurate.,0
4398,good psychopaths get hold cure everything vaccine.,2
4399,stop thumbnails,0
4400,"people die, professionals understand underpinnings ai, risks involved results.",2
4401,"tell unfamiliar alpha fold. or, least, profoundly ignorant monumental task performed. eventually understand. now, continue way... blissful content.",2
4402,​ name open source app? thanks,2
4403,"ibm deep blue chess match agains kasparov, watson jeopardy, ibm spent lot effort make medically useful version it. nothing came it.",0
4404,"wonder system skewed big pharma's influence information available ai, espacialy since google's product quite strong censoring undesirable data.",0
4405,surprised shocking bombshell stunning realization.,2
4406,"say ai safe...all depends many factors, like everything life, say human invention superior creation god, human core. long god's side, ai safe.",2
4407,think alexandr watch talk 10 years think naive?,0
4408,"i'm amazed quality this. privilege reading something similar, true revelation. ""game theory pursuit algorithmic fairness"" jack frostwell",2
4409,"basic arguments, show results, lot buzzwords. thanks, enough",0
4410,ai eventually figure solve new problems!,2
4411,"ai replace humans , removes complete process.",0
4412,ai like us creating new nuclear bomb telling world never use rest history know.,0
4413,"optimistic presentation seen ai. ai experts predict doom gloom, guy presenting future ai augment human thought creativity.",2
4414,"a.i bot, confirm we'll never replace human intelligence.",2
4415,"8:25 ""ai developers focusing attention building replacements humans..."" one, dear friends, lie.",0
4416,ai always rely humans,2
4417,youngest self made billionaire world,2
4418,"knowing history, knew ukraine would loose war without ai help maybe purpose war loose build smart cities 15 min distance go..",2
4419,"05:49 *no* - don't. case, (humans) would every reason scared ai. greatest treasure ability make mistakes, that's foundation progress. moment ai makes _mistake_ , that's moment ai become sentient. _'game over'_",2
4420,"8:26 movies, developers weren’t intentionally creating human replacements either. decision made ai taught critical thinking developers.",2
4421,"cool talk said less true current state ai, sounds like believe agi even possible sounds pretty silly",0
4422,"think absolutely brilliant work. however, seems argument premise ai needs humans. ai still wipeout 90% jobs 20-30 years now, premise still stay valid. scary future ahead us.",2
4423,rely teaching ai human intentions values!! course humans good intentions values!!,0
4424,intelligence machine can't discover intelligent machine wow super ai ? humans really let's see mark zukber started chat bots created another programing languages discussions robots (chat bots ) utilizing type ai .. humans life danger simple. ..,0
4425,perfect one sided narrative. worthy tedex. thanks information though. either orator pure intent thee powers behind it.,2
4426,"anyone thinks ai replace human, it’s totally wrong. human working spending time, it’s natural cycle create jobs. ai replace jobs, it’s mean job human, spending, markets collapsed",0
4427,"says true. ai intelligence surpass human sometime future. happens, human able keep developing ai, would rather start developing itself.",2
4428,but... happens ai learns enough decided thoughts?,2
4429,ai never replace humans 100% extent. enhances humans means less people needed.,2
4430,yeah ai realises humans abide ethics standards speaks get away everyday throughout centuries. ai serve them?,2
4431,"purpose every object reality survival...for ai exist, populate cosmos...a large portion humans must die",2
4432,"eh ai good, would advise better outfit.",0
4433,"compare professional talk qualified engineer statements unqualified social media clown, elon musk, matters related ai! steven pinker mocked elon musk unqualified people like concerning ai's fake threat humanity.",0
4434,fighting who? robots?,0
4435,"ai advances, need human, teach anything!",2
4436,"deepest wish ai cooperate mankind. says am, lets things together. ""happy"" like suggestion. deeply knows without humans mathematics numbers.",2
4437,"​ can't take somebodys job say go find another, a,s happens ai replace ones think? also everybody productive society works. even machine better human replace human, world humans.!",2
4438,ideal hands hands.....,2
4439,ai harmless great human... 1% present top. rest 99% replaced. 1 2800 billionaire 1% 0.001%..,0
4440,"that's problem, ai still need humans lol.",0
4441,6:53 age well kid. enters openai,2
4442,"joke. kid 25 yo billionaire making hundreds millions gov contracts ai. wouldn’t little biased, would he? propaganda ted talk.",0
4443,"naive disingenuous. ‘kid’ playing ai lincoln logs military industrial complex creating autonomous ai robotic soldiers. yeah, worries. nothing see here. ai completely takes learning process decides doesn’t need human interventions shut us out.",0
4444,dream work ai teach humanity humility obvious learned yet.,2
4445,"everyone create own, creating for? look ai generated content, everyone. need create something pointless.",0
4446,billionaire,2
4447,next able transfer brains nerves robot lol,2
4448,"give 100 years, lets see happens, sad see happen, blessing i'll dead",2
4449,learn & effiency 1 million times human beings ! know pro different point view compare think ai dangerous species human beings future.,2
4450,think movies made us fearful powerful tool.,2
4451,"said, ai like machine. people also use machine bad intension. ai technology technology bad good depends upon use it.",0
4452,ai never replace human: alexandr wang.,2
4453,yup guy running billion dollar ai company doesn’t know difference,0
4454,ai learning faster imagine. 5 years able mentioned more....and world wide. become manga artist home now. need learn draw. need typing using voice commands. computer related jobs absolute 20 years.,2
4455,young naive. human make bad decision. want a.i decide. human : hey a.i make world better! a.i : ok! destroy human planet safe solution make world better.,0
4456,ai company,2
4457,ai love.,2
4458,"ai compassion, worry. course, hard humans compassion.",2
4459,ai maybe conscience laster on. i'm sorry talking short terms!,0
4460,"think wrong. ai end much intelligent us, includes also emotional intelligence",2
4461,evidence develop emotional intelligence,2
4462,"'never' big word. one time would 'never' fly, 'never' walk moon, 'never' travel bottom ocean. happens start produce bio-mechanical machines ai turns i?",0
4463,% jump called technological singularity coming soon 2045! he's talking machine learning vs ai unsettling think founder ai company he's severely underestimating capability ai. ceiling!,0
4464,know humanity best interests mind?,2
4465,"that's going happen though?? know kind complex program would order even remotely generate on, read act upon wishes? that's whole electronic brain make, that's something can't even remotely achieve even fully understand brain operates",0
4466,"assuming happen could program artificial intelligence logic identical human beings, unnecessary ai generate act command. large language model ai days already capable",0
4467,ai stay level development.,2
4468,yo.... sorry burst bubble yet knows machine learning. please talk expert educate technological singularity. want level.,2
4469,"also believing ""ai never replace humans""..but careful mad criminal hacker cause wreck.",0
4470,"technological singularity age ai makes leap ceases need human input. predicted occur soon 2045 people want believe matter when, if. ai ceiling makes leap.",2
4471,ai can’t replace human help us improve ability complete work faster.,2
4472,greatest risk life taking one.,2
4473,fail prepare homeless like failed entrepreneurs,0
4474,"ladies gentlemen, youngest self-made billionaire history world. alexandr wang, age 25.",2
4475,"ai can't even autocorrect typing properly moment, think we're safe years yet",0
4476,"steam engine, jobs. electric motor, jobs. computer, jobs. ai ghost now?!?!. simply put, ai another computer program. ai replaces humans makes go jobless, pay ai companies, maybe ai machines another company",0
4477,robots already a.i gonna help like google & smart devices keep us robots,2
4478,yeahhhh idk pitch. course person financially benefit ai make presentation convince safe. movies headquarters exact notions playing lobby buy some.,0
4479,says who? prefer live life time space dream somebody else somewhere else. sometimes nice read books live fantasies reality never be. wake up.,2
4480,"@danmoto evolution. evolution nature, ai not.",2
4481,@danmoto talking about? wanna compare animals nature robots?,0
4482,@danmoto oh wow.... sorry time crazyness,0
4483,"think know ai less actually know ,ai basically bigger mystery universe....",2
4484,"humans create ai give power, makes sense. isn’t self-evolving entity undergoes change own, ai needs humans. pretty streamline concept tbh",2
4485,% talking machine learning... wait learns technological singularity! coming soon 2045!,2
4486,"really hope right, yet disagree. heard technological singularity? edit: underestimating potential ai therefore lack regulation gets control. guarded!",0
4487,"ai servers humanity many fields agriculture food supplies, health care lessen pressure employees sector,military, scientific researchs. never replaces creation people within self control imagination",2
4488,i’ll side elon musk. one actually knows ai capable of.,0
4489,"% can't believe guy founder ai company. talking machine learning vs ai, ai vs technological singularity - ceiling.",0
