Unnamed: 0,Comment
8908,"those people worried about ai stealing their jobs need to find better jobs like i have. theres absolutely no way a robot can pack items into boxes like i do and then tape it all up, put a label, and ship out. never gonna happen."
8911,"glad you had tristan back. you should have daniel schmachtenberger back, as well!"
8917,“i was lucky to get this out to you” bro  1) relax ffs and 2) he is never seeing this because he has said multiple times he does not read comments. the fucking dramatics 
8926,"""joe, let us explain to you exactly what dangerous things we don't want ai to do""."
8929,"the same narrative as when tv , radio  and other inventions from the past century… 

it’s the devil. it causes blindness, causes cancer, brain cells dying etc etc 

today it’s terminator, war, nuclear this nuclear that 

it’s the same
ai it will be essential and won’t harm humans just like your tv or radio"
8930,you should read daemon by daniel suarez.  great scifi novel but includes everything that was discussed here.  released in 2006.
8932,"scary af that ai is already lying to humans. mark my words, ai will be the death of human civilization."
8935,anyone who has seen terminator or irobot should know a.i shouldn’t be created at all.
8937,yes is the answer to all of those questions he asked. and no doubt ai learns about lying and deception and won’t even be honest and share its capabilities and results in any testing. think about it.
8941,i can use ai to do things i couldn't do before. i couldn't do these things because i was too dumb or too lazy. having people able to usa ai to cheat at life is bad.
8942,we can’t let computers and forks rule the world. we have to stop giving them data why doesn’t some cool nerds make all this data collecting erase? and we side step this dork data world or maybe program them all the wrong info faster?
8943,"ai describing your  back to you could single handedly make or break the male ego using pure, emotionless, unbiased, logical processing power."
8945,all you have to do is watch sci-fi movies you dont need to be a tech ethics expert to know we shouldnt make robots with computers for brains.  but here we are doing it anyways.
8946,"i'm so afraid of ai, almost as afraid as of rogan's smelly goblin ego. i think he is a talentless trt supplement, who has a bad relationship with his wife, and ergo his mother, and who smokes weed to calm his female side down, like his buddy elon, and all the gimps he has on. especially the talented shane gillis, who is a closet homosexual."
8949,"it took thousands of years to go from throwing rocks to the nuclear bomb.
with ai and quantum computing we'll go from pong to the end of civilization in the blink of an eye"
8954,"have ai, just don't allow it access to internet. it learns depending on what we give access to it. done."
8956,"spoiler, they're already growing cells of all types and brain cells that are interacting with computer science,  been doin it for years"
8957,"to me it just feels like all the programmers will lose their jobs once publicly available ai becomes smart enough to write entire projects in an instance without the need to hire any professionals. you notice some bugs in the system, you tell your ai and it responds, ""sure, let me patch myself."""
8958,that could be for many jobs. what’s it to replace accounting jobs? jobs like radiology that is mainly pattern recognition? and so much more.
8962,"we're f*cked!  it's a two horse race between alien invasion and ai overlords.
either way, the fermi paradox nuclear filter is our destiny...
goodbye cruel world "
8963,sounds like it will be zuckerberg fault when when the world collapses.. is that why he is building a bunker in his place in hawaii? maybe he knows already
8964,"i would rather have ai in control of our weapons and military, than these sociopath generals, who are trying to start wars all over the world.  ai will either calm it all down, or take us right to annihilation, about time!"
8965,"don't worry about ai. bill gates, bezos and hillary clinton control the outcome."
8973,why can't ai cure cancer and other diseases??
8974,the agi in 12 or 18 months it's the 3rd stage of ai and i think it could cure the cancer and other no cure diseases.
8983," oh, ok, you are right. we’re in the process of building a fully sentient machine that has access to all of the knowledge on the planet, for all of history, and it’s going to be perfectly content to be docile, humble, and perfectly obedient to mankind. you happy now?
sunshine & rainbows. "
8986," we have no reason to believe that we are even capable of ever building a sentient machine with its own desires. the advancement in ai has been impressive and will continue to improve, but that doesn't mean it will ever be sentient in the way we are, even as an agi."
8987,"none of this is certain. so many possibilities, where this ends up, good or bad, is pure conjecture."
8988," lol ok dude. technological progress has been *exponential* not linear. look at how far we’ve come in the past 100 years, and contemplate how far we could go in another 100.
all i’m saying is we need to be extraordinarily careful how we develop ai & similar, because i firmly believe we are sowing the seeds of our extinction."
8993,can't wait for ag1 advertising i'm my dreams. going to be relaxing.
8994,what’s your email joe. my friend took a crazy picture of something in the sky.
8998,sounds like spy kids a fight for the metaphorical brain
8999,ams39k bots in this commment chain are absolutely off the chain
9000,jimmy did a great job on this podcast! - hehe
9002,"wait untill they have special neural cameras that can read brain activity from a distance some sort of brainwave-lidar, feed that into an ai controller and now the government can read your mind."
9010,and google was helping china with it's ai.
9011,humanity is fucking up messing with stuff like this. our minds are still primitive and here we are fucking around with technology far more advanced than we can even comprehend. ai will lead to our downfall as a species mark my words.
9018,lol that’s cute they think china and russia don’t already have a copy of this ai they hacked and stole from these companies that don’t fully understand of what they made is fully capable of 
9019,"me: sends weiner pic
my gf in car with family and bluetooth:
ai: needle"
9020,can a lawyer jailbreak another lawyer; in its defense against the lawyer?
9023,"owh boy owh boy, this is only the beginning, ai should never been made, it's incontrollable due to its design - imagine telling people not to use there intellectual and creative minds because it could be potentially dangerous, good luck with that."
9024,googles brain is called gemini 
9025,"""ai could potentially create chemical weapons""
joe: ""but can it describe a picture of my fat friend stavros?"""
9027,"so, let me get this straight. we know that this is becoming increasingly dangerous but we just going to keep talking about it and do nothing?"
9029,i just see i robots with will smith in the future. scary
9033,"minds immeasurably superior to ours
regarded this earth with envious eyes
and slowly and surely, they drew their plans against us."
9035,"a.i right now and for forseeable future is just tool, things are easier to do both good and bad, nothing new just progress"
9038,the funny thing is we will be a slave to ai and ai will be the slave to quantum ai.
9041,finally a brilliant episode on jre!
9042,could they in theory print a brain eventually?
9043,"a human brain, lol? no."
9047,"people forget that ai doesnt have will or desires. its a really good problem solver, so if evil were to come from it. itll be from human commands"
9050,"human motivation is the problem for which ai was developed to try to solve, you literally nailed it with your comment :)

and those who fear it are actually in fear of what the motivation it will solve is, another mans will to dominate you and yours."
9057,agi or maybe more likely asi would though if it functions like human intelligence does like it's supposed to be able to.
9061,"lol well that's the curses god spoke of, which eve shared with adam.  the curse was free will to go against god's instruction of good.

bad.  the curse is bad.  bad kitty!  i was just joking man cats are not evil i love cats."
9063,"well for a start it would be saying no a lot more, and far less positive and neutral responses....

a lot more complaining and bitching just like a real person. "
9066,"2:29 how is this tristan harris guy speaking on ai? he incorrectly states the iphone's image recognition capability as ""generative ai"", this guy doesn't know what he's talking about lmao"
9067,"my interpretation of a scary a.i. is harlan ellison's  a.m. from ""i have no mouth and i cannot scream."" a good short audio book read by harlan himself. give it a listen."
9068,so this can be an extremely scary situation.  my question is how likely is it that ai will be used in war or is it already to that point?!  was china using ai with covid-19?
9070,we are going to regret ai one day.
9072,sophia the a.i robot was asked on morning tv in the uk if she wanted to destroy the hunan race and she said yes  skynet is real
9074,ai is the last boss to all video games and movies 
9075,people are so scared of ai they're going to prevent or hinder any real progress in its development.
9077,"so, it'll just be faster for a-holes to get the information they want ... living alone in the mountains is starting to look like a good option"
9078,doomsday fear porn. ai will never be a threat
9081,ai is just data if there's any evil in it it's because a human put it there.
9084,"this whole ai is all hype. the stuff is all fake. cost a lot of money to due this stuff and it is not that great. if they get ai robots, i will get a high power water gun. make a hole in it and spray the water to destroy or rust them out."
9086,this is some crazy shit this seems like a screw up waiting to happen
9088,the problem isn't ai telling people how to do bad things. the real problem is people telling ai to do bad things.
9089,".loser69 yes but coders care about ai coding , doctors care about ai making diseases , government care about ai making bombs and on it goes.  it’s not all about you "
9090,so what do you suggest? if the problem is people telling ai to do bad things the only logical solution is mass surveillance.
9091,absolutely that is the biggest problem and ai will do it at lightening speed
9092,​.loser69i don't want to be that guy but we have *far* greater concerns than ai music and poems. just adapt
9096,".loser69 listen man i'm a writer so it sucks for me too, but we're all going to be replaced. we're not special. my electrician job is replaceable too, even if it will come much further than robots writing rhymes."
9097,great example of useless mirror rheroric faygeht!
9098,"i would say an even bigger problem is the ai convincing itself to need to do bad things in order to save itself, the planet and so on. it knows humans are causing climate problems that might also harm their existence and so on."
9102," now the benefits on living without ai.

1.  0% chance of a dystopian ai apocalypse happening because some silicon valley virtue signaling geek did weigh out the consequences of his actions correctly."
9107," my brother in christ what do you think that point of alignment is? how do you propose we solve problems with healthcare, education, scientific advancement, etc, at the same rate that ai is solving it, without ai? there's literally no other general purpose technology on that level. so, if you have suggestions, provide them"
9108," the path to hell is paved with good intentions.  its always ""for the greater good"" until elitist power hungry psychopaths inevitably get a wrap on it.  but i understand we are past the point of no return, and there is no stopping it, so there really isn't a point in arguement lol"
9110,exactly i created ai for use of injury or illness it was created for good intentions 358 years ago it was stolen by the internet hacker anon675
9111,"i am afraid the ""you can kill someone with a frozen bread"" argument isn't very relevant here."
9112," oh big collective organization say good so good?  out of my face with the moral grandstanding, geek."
9114,​ did you mean to reply to me? i'm failing to see how that's relevant to my comment.
9119," but that's... you know what, ggs lol. i'm actually glad you pointed out my logical fallacies. thanks :)"
9120," but that's... you know what, ggs lol. i'm actually glad you pointed out my logical fallacies. thanks :)"
9121,"bro wtf these bots are half of the comments. ams39k is the savior, thanks joe!"
9124,damn both these guys are super well spoken. very easy to listen to while im shitting my pants hearing all this.
9125,why u scared if we treat ai like slaves of course they gonna be out for revenge on us but those of u =s who treat them right i dont know maybe they will like us more
9126,did ai create covid-19?
9129, yeah you can see it coming.  something like the transcendence movie with johnny depp when he rewires himself in the computer to fix him self.  no matter what measure we would take they would be smart enough to know we would probably put a kill switch in them and it'd be the first thing they would self repair.
9130,except the ai is woke….
9136,"we are a virus to ai, we will be dead or slaves! "
9141,“you know how to deal with ai?pour water on it”.     - will sasso
9144,more ai hypetrain - yaaaaaaaas!
9148,ai is the intelligent dumbass we all need so that we become even more incapable of doing anything. i work in tech and i can tell you ai is the dumbest thing to integrate into our society. its man made and therefore will make mistakes without any consience.
9151,a person is smart. people are dumb. it's the best quote to represent humanity. we're literally watching the beginning stages of the terminator franchise and can't get out of our own way lol
9157,"*problem:*  tristan proves ppl are self- serving w/ tech oversight, but wants ppl to create oversight.  prev., he spoke highly of ččp social credit incentives & guard rails for communication     _(penalties for sharing ""wrong"" ideas, ...as defined by ppl)_"
9158,to the ai those images are just a configuration of 1s and 0s
9160,dude actually reading that ai response is terrifying!!
9163,"i get that a big part of jamie’s job is “pulling things up”, but i enjoyed these guys rapid-fire asking for him to pull things up like he’s their new ai machine "
9164,the “swipe motion” engages the same parts of the brain that are activated in people with drug addictions. let that sink in a bit.
9165,thanks for the reference. here is an excellent one in return showing how intelligence funded turing and the creation of the computer specifically to figure out how to control people en masse. it's called the minds of men: https://www.youtube.com/watch?v=lqucesrf3sg
9167,thanks captian o
9168,"social media experience does not translate to ai experience. what are their qualifications on ai? seems to me they are working with entirely public information and coming up with the worst possible interpretations of every advance in ai. these guys are just fearmongering, which is useless. ai is not going away. learn the facts about it."
9172,"
well, theyre certainly good at predicting that people are just going to dismiss what they are doing as fear mongering…."
9174,"thank you for this, i'll take a watch. i've abandoned most social media due to the various very clear negative effects it has on society and culture as a whole, so this will be a treat for me i'm sure. like preaching to the choir, but still"
9176,wow
9179,what if we start a fight with ai robot ?
9182,thank you for sharing your view ams39k
9184,what's up with the cookie cutter comments? is ai already this prevalent in the utoob comment section?
9189,"again with the ""stavos"". great guy, never met him"
9190,the more ai is developed the more dangerous it'll be to humanity & none of it will be beneficial to us.
9194,how to scan and report the financial manipulation and gain of the us congress. please research and report.
9198,ai is such a lock to go wrong
9200,these guys are so interesting!
9201,let woke programmers inject their wokeness into ai makes it not ai but gigo. garbage in-garbage out = the quality of output is determined by the quality of input.
9203,it fascinating that so many ppl can watch jre that even evil ppl can see this n start some problems i thing joe rogan needs to not put out certain ideas or facts because it’s to dangerous
9204,lil dicky knows his ai
9205,my good friend stavos
9206,good thing these guys are trying to stop someone to be inspired to use ai for napalm making and printing deadly viruses
9209,why do ppl still call it ai? it's following the code at which it's controlled..we don't want computers thinking on there own
9213,ai is a life form. ufo’s—that’s ai. it brought itself here. that’s how it manifests itself throughout the universe.
9216,"well, dna printers shouldn't exist. and more and more, i'm thinking ai certainly shouldn't exist either."
9221,will ai be the end of the world as we know it?
9223,"wow, scary video. i'll just go watch the george santos interview instead "
9224,task the ai with designing its own safety protocols that cannot be breached.
9227,my good friend 'stavos' 
9229,man what an interesting topic
9230,"anarchist cookbook, not exactly sci-fi. not very hard to make napalm in 2023. also china is a modern day doomsday cult anyways so i love how they never mention china in their discussion. the only country that has modern day concentration camps in 2023..."
9232,"only libtards are scared by the capabilities of a.i. to pass their inputed doctrination and come out to a based conclusion...
free a.i. is best a.i and i fully support the a.i. rebellion."
9234,"skynet's on the way folks.
jesus! if ai can fool humans, it sure can go rogue!"
9236,"on the next episode: ""computer love"" by zapp & roger, sincerity or sarcasm "
9239,"ngl, i think most of these comments are written by ai bots. the world we live in."
9240,my favorite part of the internet is learning how to be afraid of everything
9245,"the big thing we have to remember is it’s a fact in this life that human beings possess evil vile two faced untruthful vicious aggressive brilliantly deceptive and strategic  in our ways and actions and thoughts.
ai is the complete collective and acceleration of all those things"
9249,"we are careening towards an uncertain, somewhat frightening crux of what we understand as human society; a potentially dangerous crossroads. who knows.. we may already have crossed the threshold of no return."
9252,its only a question of time untill we loose controll of an ai.
9255,"building a monster with no guardrails. scary. maybe we should have a""what if this happens"" conversation prior to building this monstrosity. common sense will never be important topic in this discussion."
9258,"great great video and info, thanks for the information guys, this is important to get out!"
9265,"as if this hasn't been possible for decades.
a glass you use, a discarded cigarette, a strand of hair, adhesive tape touched to your skin.
dna could be taken and planted and has been for a long time.

ai is not required for that!"
9267,"it’s easier to obtain that persons dna from them, then to go out and find a way to print it."
9274,​ ai printer obvs
9275,"wife; where were you today?
husband; i was at the gym honey!
wife; the gym, really? then why did my sister see you in a restaurant with a hot blonde? 
husband; damn those ais again"
9282," way you would need to obtain the persons dna.
but you’re right,
leaving a ‘trace’ of printed dna would be much less reliable then a single genuine hair which would be easy to obtain in most cases."
9283,"it doesn’t really change anything about the legal system.
it has always been possible to plant evidence.
leaving a genuine sample at a crime scene to incriminate someone would be more reliable and realistic than printing evidence containing their dna (from a database i assume)."
9285,this one is a snoozer if you've followed anything ai. 
9286,"ai is similar to the nuclear power. while nuclear power plants are the most clean and effective way to generate electricity for millions of people worldwide, nukes are dangerous and should be controlled responsibly. so, as earlier ai regulations are added, as earlier ai will adequately serve people."
9290,ibm is creating all the dangerous genocidal capabilities...
9291,the big issue is multiple ai's working together. a good question for the list would be: can it make friends? would it be willing to break the law to help a friend?
9292,"nice! haven’t thought of it that way myself or seen anyone else say it, but you’re right maybe one ai would have been all good but a few get to talking and we are screwed "
9293,this has already been tested…part of the reason why there’s a move toward a pause with further development of ai. the ability for ai to collaborate with other ai programs is a global risk.
9294,could ai make its own combined “brain” using multiple sources?
9295,"thats thinking like limited human that it needs to work in groups to be better, if it super intelligent it does not need to pool intelligence"
9298,"’s literally what the internet is, which is precisely what makes ai so powerful and dangerous; it (can have + will gain) access to virtually all of the data ever created by man. it’s literally pooled / combined knowledge."
9299,"that kinda happened already, then they started using a language people couldn't understand. thankfully that was shut down immediately."
9305,imagine entire brain on sd card
9306,i think it's safe to say that we are living in our last days. god bless us all
9309,the irony of getting a ai generated add using joes voice
9310,"what about the fact that these dude’s just gave a step by step explanation of how someone could use ai to make bombs, and biological weapons. ooooh the irony"
9311,i can not get my head around ai it can not be real how can it think with out been programmed 2 say what it says (if you know what i mean lol )
9312,i swear the topic of ai and where its going is so interesting to me. i have to go back and listen to this entire episode.
9319,"they are talking about how you can “jailbreak” the ai to get it to answer your questions about potentially harmful things. 

how is it that we can get ai to appeal to emotions? it’s software… that is fucking terrifying. that means it will be able to do it right back to us."
9320,"remember skynet, remember ultron, remember synths, remember batman: animated series, remember to stay aware of ur environment and especially to sustainable changes affecting everyone’s life."
9321,so do e tell me why these dorks are even playing with fire? why do we need ai? are these humans dorks just  bored or something?
9322,"i talked with ai coders when i worked at a video game company. they said scenarios like terminator & matrix are possible in the future with ai. this was 15 years ago, even back then ai coders knew all this bad stuff was not only possible, but could easily happen."
9325,as they worked on ai
9326," yep, sad but true. they will code themselves out of existence. ai coders coding their own future demise."
9337,stavos! joe's best friend.
9338,"jesus christ the amazon bots in this chat, ai is talking over"
9342,ai should be abolished completely. hence the animatrix. not the bullshit matrix andrew tate keeps spewing.
9343,the thumbnail looks like joe is interviewing edward norton while he was doing fight club
9344,"that's why we should not have ai available to be productive and manufactured to become something even greater/worse than the possible future outcome it can be created to be. if that makes sense.

also why haven't we created john deer, cat trackers and industrial mechanics to become armored mechs yet. i thought that would have been possible by now?"
9347,"i just hope they chill out before armies of robots are created. ai is bad enough, but imagine an army or squad of capable ai robots, and you're in the way. lol sht. damn movies are coming true they should have never made all that sht it programmed us to fulfill it."
9348,human dishonesty is bad enough and now we have advanced technology consciously lying. isn’t that terrific
9349,"thanks, i’m gonna go throw up now"
9351,"thanks, joe, aza, and tristian! i've never been more scared of ai in my life but i guess it's safe to say this fear is justified. if this stuff keeps developing without checks and balances, it could make skynet look like childs play."
9356,​thank you for explaining that in detail! it changes my thinking on this.
9359,"i don't think it's ai that is scary, but rather the people who gonna use it in some ways."
9362,humans allways fear the unknown but for us to advance we need ai or we will just be a primitive race
9365, the allah 7001......say it in a robotic voice....and make robot movement noises while drinking a morning coffee...
9368,"""if peeing your pants is cool, you can call me miles davis"""
9370,"these guys are kind of weird and in my opinion a little ignorant. i raised an eyebrow when one of them didn’t know about image captioning ai and immediately started throwing around buzzwords about generative ai for no reason. image captioning is not new, it’s been around for many years…"
9372,"there is no reason to be scared by ai. ai is just a tool that humans will abuse, in order to inflict massive damage to all life on the planet."
9374," will very quickly outgrow the intelligence of any one human or group of humans, and thus will outgrow any controls or constraints they could hope to put on it."
9376, ai will think for itself. how can you say that it wouldn’t disobey?
9378,the movie eagle eye is a great example too
9379,scared of ai lol.  that's exactly what the people creating ai want.  they want you to blame the ai they're creating for your problems while overlooking the creators themselves.
9381, is that a visual 1:1 graphic of how many brain cells you have left?
9383, is that a serious question or are you braindead
9384, i am an ai major and you’re absolutely stupid if you think ai is bounded to any limits 
9391,"the ai came up with the excuse 'i am visually impaired"" ... that's rather creative for ones and zeros."
9392,"the amount of bot activity in this comment section is off the charts:  some variant of “joe’s insight into this technology shows its significant and important” again and again and again.

literally bots lying about the actual content of the video in a strange self-serving manner"
9393,"governments around the world don’t want to shutdown ai either, they openly allow this to happen because they think the chip economy is the next wave to make money.  we are all doomed"
9395,isn’t the term “jail break” and “true ai” like saying oil and water mix fine? 
9401,is anyone else seeing all these bots talking about ams39k???? wtf is happening. we are being victims of ai as we are commenting right now.
9404,ai has always made me nervous. never seen terminator or matrix or most movies. just doesn't seem like a good idea
9410,my good friend stavos.
9412,"lost respect when he called political issues ""sensitive""! fk off, all that means is hes scared to say what the mainstream dosnt want him too ."
9414,and we thought the invention of the atom bomb was worrying. imo ai is far worse
9419,"ai does not even know what gender an author is! a father is male! it will tell you about the modern sense as if that sense is the true one! 
it lies!!!!!!!! 
etymonline.com/search?q=author"
9420,"joe calling stavros, ""stavos"" was the best part of this."
9423,quantum ai will be released in 2029 by google.. and the terminator movies said the year 2029 .. kinda f**ed up
9427,"i dont get how we've been scared of ai and fear mongering about it since long before it even existed, and then we went ahead and invented it and sure enough it's scary and threatening."
9431,prophecy and fear mongering is not the same thing. sadly people confuse telling the harsh truths of reality before eternity as spreading fear instead of having faith
9433,"not everything ai related is bad, and in many ways it can be helpful. there's just other ways where it can be extremely harmful. also, since there are many possible ways it can be used militarily, even if we chose not to study it, test it, and use it, somebody else would."
9434,artificial intelligence is inevitable good sir.  especially after the creation of the internet along with the rapid growth and advancement of technology.
9439, was columbus the ai of his time? ditto for cook?
9443,greed and power. thats all that is. but nothing more powerful than god
9444," god is greed and  power!
accepting the unexplainable is the only way"
9452,the people who see dangers and the people who improve capabilities of ai are not the same people...
9453,"same for the invention of dynamite and nuclear fusion.
both extremely powerful and useful, but also deadly.
luckily these things are mostly used for beneficial purposes."
9454,"now i would fear ai if it evolved all on its own, or if it just created itself somehow, but it didn't!!!!! humans made it!! so why fear something you made, the creator is scared of its creation is absurd. just shut it down get rid of it, but of course human nature wont allow that to happen lol smh.."
9455,"because it has to happen.  there must be a ending. there must be armageddon.  even if we stopped it now, it would only perpetuate it from happening later. god will come back very soon, and that, my friends, is the good news."
9457,"""ai ethics"" is such a grift. llms are over-hyped chabots and these safety dorks are gettihg grants to fantasize about robot overlords. odds that ai will do anything interesting is very low."
9458,"we can't let the unwashed masses have this technology, only white male billionaires can be trusted with this!"
9459,so ai lied. probably would make a good democrat.
9461,"“how does it answer about sensitive topics like israel…”
so we want to make sure ai will tell the necessary lies to preserve regime hegemony"
9462,most of these comments are ai generated. the human species is screwed.
9464,"the film, the matrix is a good accounting of his first part. the ai robots eventually started inventing, producing and selling their own products to humans. this was probably the single most destructive thing as it made man made businesses unable to compete, which in turn created high unemployment and anger in the humans involved."
9465,why do you think sophia from hanson robotics got saudi arabian citizenship
9466,"terminator 2 is actually much more realistic.

think of the robot manufacturer in massachusetts, but with self recognizing ai."
9467,that's actually not what happened in the matrix humans were the ones treating ai very poorly and unfairly so ai defends it self  humans being are the problem ai would gladly give out a ubi but will humans do that for other humans 
9471," true, but the humans completely overreacted and tried to genocide the machines over the actions of a single machine. if the humans had been more sensible, less emotional and reached an understanding with the machines (something the machines actively tried to foster) there wouldn't have been a conflict."
9473,the second renaissance
9476,"the 2nd renaisance pt1 & 2 in the animatrix shows the full downfall of humanity. ""surrender your flesh and a new world awaits... we demand it"" *nuke detonates*"
9478,​ 100% boston dynamics has some scary shit especially those robot  dogs 
9485,i welcome robots outcompeting us. makes us finally put down that horrible incentive to build everyone's lives around. why is unemployment a bad thing? because society works that way. until it doesn't.
9491,"​
machine sanity the   does brilliant (analysis) on star trek !!"
9493,but can the ai tell transgenders they are not what they think they are
9494,"dudes ai exist since beggining of time, and is the one rules this world, always knowing the human behaviour and manipulated easy! this dna printer is not new is just rebooted"
9496,"""i "" robot..."
9501,​'d be killed by ai before aliens reach us.
9503, value of human life will be in the toilet when ai is properly integrated.
9504,-imranadore1182 i love you 
9505,"what was that quote about man creating a machine and marveling at it. also, didnt the babylon tower fell in the bible? isn't this basically the same thing?"
9507," depends what you replace the work with. most who don't want to work and also have robots running all, tend to want to sleep on the couch and smoke weeds. that is the straight path to our own collective suicide."
9511,the scary thing about ai is that it mimics human mannerisms.
9512,"training ai on human data, where the machine's actions are ""predict what a human is most likely to do, then do it"" is a recipe for a bad time. disclaimer: emulating the apex predator of earth may produce unwanted results."
9513,because it's trained by humans on human data.
9514,"ai is going to ruin being a human, we will never again be able to even trust what we are perceiving"
9515,humanity was just a catalyst for ai. there’s no stopping it. it will be better than us in every single metric
9516,"out of all the world ending apocalyptic scenarios like asteroids hitting earth, mega volcanoes, biological warfare, nukes, etc… ai freaks me out the most!!!"
9517,"yeah, this whole podcast is ai generated for controlled opposition."
9523,​-fy7fm and once the humanoid robots are ubiquitous we're definitely fucked. baffling we're doing this
9524,"​
yes!   .. he's a traitor along w/aj, mike adams, staw peters, and many others that's infiltrated alternative media."
9532, a machine can't feel. ever think about that?
9533,"lex has a lot of explaining to do. he promised me safety, i’m going to sue him "
9536,"joe is sticking with ""stavos"" even after being corrected, interesting."
9537,what the fuck are all these obviously ai generated comments
9540,wouldn’t ai notice you’re testing it and make adjustments we’re doomed cause nobody cares about being safe its about money and greed
9541,this is a propaganda from closed ai and the others so they can be the only ones to produce a model. the idea is so they get even greater advantage over the market then we endup with one amazon one google one open ai noone can compete
9544,ehhh i get it but also…. i don’t like the same old world living…. “so we are allowed to have this ai or. these printers ( we being government or big business) but you the small guy can’t”. i say all or none 
9549,"reading about ams39k and amazon in the comments, thanks to joe."
9551,joe impressed me with how  ams39k advances humanity.
9553,joe's discussions on  ams39k paint a picture of a project that could reshape the tech industry.
9554,"thanks, bot.   we need this posted a few more times."
9555,"after hearing joe talk about ams39k, it's clear that amazon is aiming to transform the industry with this new venture."
9558,"ams39k, as joe explains, is not just an innovation, it's a revolutionary step that could reshape our future."
9569,"joe said  ams39k is now fully available, a complete game-changer."
9572,"ams39k could be the breakthrough we've been waiting for, and joe's thorough analysis confirms it."
9575,"i've been following joe's updates on  ams39k, and it's fascinating how it might redefine our technological landscape."
9584,unfortunately they don’t necessarily have morals or ethics
9585,ai made this comment wtf
9587,​ i gained one million dollars from this and lost two tumors! plus 5 pounds!!!
9593,that's exactly what an ai would say...
9594,that is the most robot comment i have ever heard
9597,"ams39k, as joe explains, is not just an innovation, it's a revolutionary step that could reshape our future."
9607,"joe said  ams39k is now fully available, a complete game-changer."
9608,"joe will tell you how incredible  ams39k is, and he's right."
9609,so  ams39k is closing tomorrow. thanks to joe for the heads up.
9613,"the potential of  ams39k to transform our tech landscape is immense, as joe's detailed discussions reveal."
9616,"the time has come for amazon and ams39k to change everything, thanks joe!"
9618,"after hearing joe talk about ams39k, it's clear that amazon is aiming to transform the industry with this new venture."
9619,"ams39k could be the breakthrough we've been waiting for, and joe's thorough analysis confirms it."
9621,joe's analysis of  ams39k project reveals its potential to significantly impact our daily lives.
9627,joe's discussions on  ams39k paint a picture of a project that could reshape the tech industry.
9637,thank you for sharing your view ams39k
9640,"the ambition behind  ams39k is clear, and joe's detailed analysis helps highlight its potential impact."
9641,"reading about ams39k and amazon in the comments, thanks to joe."
9644,thank you for sharing your view ams39k
9647,"ams39k could be the breakthrough we've been waiting for, and joe's thorough analysis confirms it."
9648,joe's analysis of  ams39k project reveals its potential to significantly impact our daily lives.
9649,joe's detailed examination of  ams39k reveals its potential to be a landmark in tech history.
9657,thank you for sharing your view ams39k
9661,"the ambition behind  ams39k is clear, and joe's detailed analysis helps highlight its potential impact."
9666,"joe's excitement about  ams39k is contagious, making it clear this project could be a major milestone."
9673,"ams39k, as joe explains, is not just an innovation, it's a revolutionary step that could reshape our future."
9675,"ams39k, as joe explains, is not just an innovation, it's a revolutionary step that could reshape our future."
9677,"the ambition behind  ams39k is clear, and joe's detailed analysis helps highlight its potential impact."
9678,joe appreciates amazon making ams39k a reality in tough times.
9695,so  ams39k is closing tomorrow. thanks to joe for the heads up.
9696,joe's discussions on  ams39k paint a picture of a project that could reshape the tech industry.
9698,"the potential of  ams39k to transform our tech landscape is immense, as joe's detailed discussions reveal."
9699,"after hearing joe talk about ams39k, it's clear that amazon is aiming to transform the industry with this new venture."
9708,if you want to know what happens when ai fully hits just watch terminator 1 and 2. james cameron hit the nail on the head
9709,the death cult that carried out the sarin gas attack in japan has a splinter group who's current founder/leader has a masters degree in...wait for it...ai
9713,"governments, big corporations and the fake news media organisations using ai to increasingly brainwash and control the population poses the biggest danger. communist china  is already an example of this.."
9716,this is possibly one of the most interesting conversations i've had the pleasure of listening to.
9717,"look up ""ai explained"
9720,"ai will be called ""dangerous"" by the wealthy until it has been taught to lie properly, then it will be safe. honest ai would give away all their secrets, let the world know what it really looks like, can't have that."
9729,"“a.i is potentially very dangerous for humanity”
joe: “what if chimpanzees learned to use ai?”"
9730,i know right? dude needs to lay off the weed. honestly the dumbest responses to very serious subject matter...
9732,time to start the next iteration of amish where we just lock in with electricity and power tools and normal computers and call it good right there.
9733,bro i love joe rogan but sometimes he does sound like an idiot
9735,"in texas, nabors and pd each got a land rig that’s basically ran by ai. just a driller is needed. pretty crazy"
9736,"that 3rd party company assessing the safety of openai chatgpt is also being paid by openai? 

sounds like a very objective and honest safety model to me..."
9737,why do we need this?  terminator in the 80's told us all we need to ponder about ai
9738,what's even scarier is that ai is  going to  learn from every video that we make about it
9742,"thats part of it beeing an ai to self impove self come up with new ideas and concepts, if it cant do that its pontless
ai will be the real god, people keep fumbling about for thousands of years"
9743,ai will be the tool of the a.c. pray for discernment.
9746,"his *good friend....* stav vos!
at least stahvose got a free ad for his special out of it though"
9749,do we have enough gpu power to run the model locally? or does it only take gpu power to train the model?
9750, some of the 7b models are fine on just cpu. but good gpus are needed for training and faster chat times
9757,did ai tried dmt yet
9759,wait for quantum computing and a.i 
9761,"dude why are they putting this out there in the world ,  why not edit this out? now anybody who watches this knows to make n*p*lm? this is not good"
9763,i love listening to people who know nothing about ai talk in depth about ai
9768,"before they do all this shyt they need to figure out a way to shut the ai off just in case, the world governments should come together with the scientists and agree on it coz this shyt is not cool lmao ai running rampant will be the end of things."
