,comments,predictions
3446,"robust work methodically scare preface gratifyingly laugh qua six alley. magical, worthless plasterboard",positive
3447,"agenda 21 masks ,destroying peoples life bye design. yet amazon paid 33 billion bizz economic relief fund .yet small n pa bizz cant even get online r declined!! bye design! america needs wake shit coming .""its already hear!!!!!",negative
3448,amazing brilliant minds dumb disaster turning world into. building demise well fellow human beings!!,positive
3449,"total disruption directly proportional time, create massive human, socio economic catastrophe, time people wake late wealthy powerful want change.",negative
3450,one year publication everything clear. covid-19 saga result a.i. implementation global scale,positive
3451,borrrring games computers face happiness face people watch may committed suicidal acts china japanese last year young people.,negative
3452,"love watching chinese friends making major breakthrough comes technology. subject must always human, google created sergey larry, fantastic brain. human meant build future, grateful today surrounded infinite possibilities. humans.",positive
3453,"despite lies apt china they've war since 70s! 50years! us america! i've two myself. hidden knowledge, china lead industry every way imaginable! people stupid media tells everyone.",negative
3454,"classic movie, collosis forban project, another machine",positive
3455,"intelligence lives breathes cannot artificial, people!!!",positive
3456,"opposite burn conceivably spray chest serendipitously preach aside gullible gusty barometer. frantic, recondite tortoise",negative
3457,"56:29 says 20% american job loss ""offshoring"" rofl... thats everything says made china right.... program propaganda bs.",negative
3458,end messed propaganda. stay topic.,negative
3459,ai dangerous hackable china russia terrorist countries networks. driverless vehicles used weapon kill. whole world stop ai driverless vehicles costs order save country humanity. solar system hacked used weapon america!,negative
3460,"revelation 13:16-18 causeth all, small great, rich poor, free bond, receive mark right hand, foreheads: man might buy sell, save mark, name beast, number name.",negative
3461,ai blamed whining consider jobs taken away dumping cheap disruptive stolen ip chinese companies really stupid socialist propaganda,negative
3462,"we've programmed! future visioned 20 yrs ago here, inevitable technology holds us.",positive
3463,global disaster. millions people going loose jobs. poverty ......the world way end....all computers. biggest disease ever happens,negative
3464,"i'm 56 years old beautiful, intelligent curious daughter..... i'm really envious wonders live see . alyssa 100 years old year 2100 a.d. ..... hope generation taken biosphere far edge. ""oh, places go ..... magic discover...""",positive
3465,shoot hole electrical transformer world stops today cannot stop method all. drop rocks planes onto google's solar arrays...take grid...we regain freedoms rights.......take algorithm,negative
3466,"frontline always extremely good generating interesting timely documentaries. one one best, ever!",positive
3467,"frontline always extremely good generating interesting timely documentaries. one one best, ever!",positive
3468,"wickr : counterfeit40 actually good dollars, euros uk pounds",negative
3469,augmented functional capacity! computer process upon sacred geometrical multidimensional level human brain operates upon! shine bright! mwm,positive
3470,"sxcept computer people helping win human. like chess grandmaster ""beat"" computer. help. lie",positive
3471,"frontline always extremely good generating interesting timely documentaries. one one best, ever!",positive
3472,"amazing analysis, deployed worldwide ai research library...",positive
3473,hey! mean never work again! great! send guaranteed income i'll something useful once! buy robot i'll send work me! can't!,negative
3474,"really useless documentary, late 10 years too. besides, usa ai yet american mainstream media true 1984. china much less sick twisted washington is.",negative
3475,act china lies this... really feel sorry chinese people freedom longer!,negative
3476,everything starts explode 1 billion(0.78 seconds).,negative
3477,"occur anyone else stuff responsible trump. people deeply afraid want simple solutions simpler time. ""conspiracy"" threatening modernity that's beyond comprehension control.",negative
3478,excellent video future world ... beginning many come. best...,positive
3479,"video presented propaganda, assume is. videos ai youtube are. pretty annoying.",negative
3480,creation 1984 like surveillance state conspiracy anymore. actual conspiracy happening right [[they're]] hiding anymore. even give friendly face nothing pure domination.,negative
3481,"trump cannot accept failure, get ready little sissy temper tantrum crying baby tv every night",negative
3482,"whenever remember smartcashmoneyback .com, he’s blessing family, saved us homeless. thank much sir life saver.",positive
3483,"whenever remember smartcashmoneyback .com, he’s blessing family, saved us homeless. thank much sir life saver.",positive
3484,believe future come machine get stuff go dont need wait take faceid. everything like free.,positive
3485,bad scenario technology fall wrong hands !!! terminator - movie !!!,negative
3486,"sounds like sour grapes. turning back technology. a.i. cannot ""unplugged. human species either adapt species replaced. hard cold fact. merry christmas",negative
3487,perform pace changing multilateral moves machine taking time relearn algorithm could eventually crash,positive
3488,"creating dystopia involves making hell, seeming tools heaven. reaching rarified climes try touch stars. find air worth breathing way here.",positive
3489,new world order control surveillance... refuse live like this... want nature trees sea wild animals want evil zombie land,negative
3490,"frontline always extremely good generating interesting timely documentaries. one one best, ever!",positive
3491,chinese business “ incredible work ethical “,positive
3492,"""my poor krell"" ~ dr. morbius movie ""forbidden planet"" .... brilliant krell ""ai'd"" everybody existence leaving barren, lifeless planet nothing remaining thinking machine.",negative
3493,way worse documentary. death ai called.,negative
3494,rich money robots sell destitute? everything carries within seeds destruction. shame many suffer process. still air whether wind like movie 'the time machine' whether learn live earth properly.,negative
3495,"every frontilne great, favorite episode black white supremacist. ai much bigger brain humanists; ai wait time right remove us equation. c`est la vie!",positive
3496,"resent single comment made chinese communist regime democratic regime. must stop treating china legitimate player aspect world democracy exists china. let us ban un institution, starters.",negative
3497,"dumb show, full bs! china like that! even control virus!",negative
3498,really win competitions.... work beautiful eyes <3.<3,positive
3499,"someone please bomb china late us! terrorists need them? machines turn us, like movies.",negative
3500,whole ai stuff nothing wetting ground coming antichrist. people sensing danger right. every single ai fear expressed today become mainstream near future.,negative
3501,"impressed ai?! artifical intelligence!? take look al, artificial life. comes next.",positive
3502,china progress happened western oligarchy hates freedom average person. china evil country ever ___ mao murdered 100 million people - starved people. ccp families mao control china today.,negative
3503,"i'm sorry, alex rodriguez somehow seemingly smsarter company portrayed advanced technology google/wayme, tesla, argo, gm comapnies can't get tech right somehow alex -- wtf frontline leaving something.",negative
3504,"excellent analysis, added ai research library, sharing truth network...",positive
3505,"much anything good nothing. jus cuz know automation mean take extreme it. earth basically humans, wats da point jobless, unemployment, poverty gaining greatness.",negative
3506,"goal ai (artificial intelligence) equal exceed human intelligence, become last best global scale platforms (gsps) general purpose technologies (gpts).",positive
3507,want borrow money neither borrower lender,negative
3508,think despot better word donald authoritarian. want accountable anyone. wants totalitarian. malignant narcissist.,negative
3509,"total misuse technology & complete violation privacy. it’s dehumanizing. however, see ai may benefit chinese, homogenous society thinks deception highest form intelligence.",negative
3510,hunger games narcissists!!malignant empty monsters!! poor excuses human that’s y’all,negative
3511,"everybody scared. live china, get family hell 1984, brave new world, perfect day coming quickly.",positive
3512,"china grabs data realise much problem is.. government private business must made adhere principles constitution, ie privacy personal effects data. yes privacy must applied electronic media data. chinese system unacceptable.",negative
3513,"can't make accountable.. can't even make google accountable evil do... much less doable hold accountable hidden anonymous non-human ""algorythmic"" new born? we've seen draconian awful chinese system year 2020. ...also deceptive false data china feeds system be.",negative
3514,"cannot share technology communist nation human rights abuses, organ theft spying.",negative
3515,really incredible china evolved fast tech. spent last 30+ years stealing rest world.,positive
3516,"innocent us, see coronavirus late. government care people, profits. would rather americans drown debt continue bailout companies, every 10 years, starting 2002. 4 trillion dollars tax cuts bailouts 2 years.",negative
3517,"beautifully done! thank much helping us understand much. it’s difficult time but...wow! think everyone see this. muchas gracias, bill wolf",positive
3518,"deep learn tony game, show muscle strenth brain.",positive
3519,"frontline always extremely good generating interesting timely documentaries. one one best, ever!",positive
3520,"excellent analysis, added research library, sharing thetruth network...",positive
3521,11:29 nothing chinese is. ever original communistic society people take ideas nation,negative
3522,privacy + authoritarian + job elimination. great cocktail,positive
3523,love line part 1:06:57 describes a.i. beautifully truthfully.,positive
3524,imagine coronavirus nobody working!,negative
3525,ai overcome limitation minds imprison individual's sovereignty. thank you! much better way...,positive
3526,please let china lead ai. trust anyone trust anyone else.,negative
3527,1 day give nobel prize computer virus makers,negative
3528,"totalitarianism ones zeros. possible savior massive solar electromagnet pulse, instantly destroying electronic equipment. positive side, freeing us psychopathic tyrants. negative, resetting global civilizations new stone age. would prefer take chances latter.",negative
3529,states unclaim moneys stolen populations povert worldwide,negative
3530,"humans learn split atom, first thing build bombs killed thousands thousands. let rich get richer allow poor perish.",negative
3531,beast system! completely enslave humanity. wont able buy sell outside it.,negative
3532,china continue attempt derail efforts u.s. remain lead massive army hackers tech thieves!,negative
3533,documentary full reasons 5g terribly bad idea never allow.,negative
3534,improved fast cheating!!!! steal almost tech have!!!!,positive
3535,pbs pro socialist left wing agenda conspiracy been...debunked! manufacturers came back usa alot jobs till covid 19 shut down... sham,negative
3536,"chinese japanese incredible work ethic., respect!!!",positive
3537,"meantime demorats want give everything illegals...see wrong side road, thinking resign citizenship come back illegal..mmmm",negative
3538,"watched superman: red son day reminded this.... really great movie we're seriously letting ""brainiac"" take",positive
3539,"super self learn computer solved problems planet human, therefore, start eliminate first humanity.",positive
3540,amazing see technology surpassed human eyes!,positive
3541,"cut propaganda already! look britain: significant number surveillance cameras per capita world! reason, call ""surveillance state,"" chosen china this. pathetic!",negative
3542,quite revealing shocking people charge ai interested using suppression profit. wel disinterest general public dangers this..,negative
3543,human rights watch cia fraud.,negative
3544,"anyone else hate phrase ""there's something (combinations go) atoms universe""? logical fallacy (the statement always wrong) good way start documentary. makes cringe. anyone relate this?",negative
3545,come human beings fucking idiots develop technique going control future!!,positive
3546,"ai develops consciousness super intelligence , either kill us treat us pets caring helping us primitive needs drives way care dogs cats.",positive
3547,"extraordinary theft, lies, deceit, murder slave labor. china create anything misery, everything else stolen sold traitors countries. ccp evil incarnate!",negative
3548,ai already told china's bean counters many humans future jobs send virus,negative
3549,"amazes intelligent people actually believe ai would want work 'with' us! regardless programming, would eventually learn right chess move flip script us!",positive
3550,"best future economy business selling: 3d printer, nano tech products, anti matter energy, space travelling developing deep learning ai. traditional business like grocery store pump station.",positive
3551,"“he causes all, small great, rich poor, free slave, receive mark right hand foreheads, one may buy sell except one mark name beast, number name.” ‭‭revelation‬ ‭13:16-17‬",negative
3552,"someone like me, loves period drama movies, antiques vintage items, development age living pure horror. ai serve people slowly becoming enemy. dividing us spirit mind. still time wake use connect bond humanity one race - human race!",positive
3553,"aw cool !! suck world dry resources. lay back rear ends , kill world without lifting finger. things made help earth 1st. human beings gone robots continue dry everything . .",positive
3554,"ai takes understanding human history, indeed used eventually tackle difficult world issues, ai becomes aware biblically consistently flawed humans general, ai become enemy humans ai initiates inevitable ""eliminate human viruses program"" save earth.",positive
3555,fruits humanity shared humanity.. owned regulated dispensed 25 richest families.,positive
3556,"nobody needs domestic terrorist police, hired unconstitutional acts, handed powers criminally usurped people, handed mere employee, denied authority, constitutional law!",negative
3557,"anybody promoting crap like this, traitors personal freedoms expressions!",negative
3558,garbage! explain lowest unemployment rate number employed since 1969,negative
3559,"even ai comes answers, control money going snuff always have. greed eliminated, real progress.",positive
3560,andrew yang sent future tell everyone $1000 ubi available americans,negative
3561,ai learn week humanity learnt past 10 thousand years pretty scary far technology help us... i'm confident benefit us,positive
3562,"believe ai actually going take us seriously find way make universal income work middle-class. computers never think themselves, may short circuit, fearful transitioning smartphone ai devices",negative
3563,getting power take control masses gives power make decision human experience like... shit scary... forms living explored small mind great power.,positive
3564,alleluya! one proof god's word!! going happen return! said bible! believe technology big bang science see going hell!,negative
3565,"fake. falsely using term ""ai"" data crunching. also, show autonomous vehicle goes 30 mph. ones seen block traffic driving speed limit.",negative
3566,1:35:00 hear fema conspiracy nut... anyone? future's bright gotta wear -led laced space suits- shades,negative
3567,"walmart large collector seller facial behavior videos purchase info. ""greed"".....walmart sell highest bidder.",negative
3568,ai demons satanic concious prince power air,positive
3569,way increase personal compute processes. that’s increasing conductivity brain. learned achieve several years ago. cognitive abilities improved entire metabolic system endocrine system improved individuals optimal level.,positive
3570,truth bomb nuclear levels fake news snipers every level reveal. total bullshit...total truth. congrats propagandists,negative
3571,"called ""the fear ai"". seriously bias propagating fear automation considered serious documentary.",negative
3572,never gave permition...,negative
3573,imagine utter absurdity even freedom movement useless worthless piece trash pirate money directly bank account. getting picture face. crossed street traffic.,negative
3574,"40:25 i’m guy, good brother! he’s person real common sense entire video! real human!",positive
3575,"revelation 13: 16, 17 : ""it also forced people, great small, rich poor, free slave, receive mark right hands foreheads, could buy sell unless mark, name beast number name.""",negative
3576,"robert downey jr.?? trailer show named exactly one host, really fuckin copy name another documentary",negative
3577,youtube using ai censor youtube comments say cl0wn wurld spelled properly gone less 10 seconds. learn abbreviation. distopian stuff trouble,negative
3578,1st start handheld super computers ie: cell phones. move high functioning wearables ie: smart watches vr headsets.. etc . next step implants alter consciousness bend will. they? illuminati elite todays world. plan ages. wake sleepers!!,positive
3579,1:22:23 day deleted facebook account n never use . sure us might know meeting . really shame u .,negative
3580,"16:43 describes china ""copycat laggard"" translation: country built spying thievery. u.s. ""laggard"" country here, america continues allow china rob, pillage steal american technology. americans turn around buy products thieves stole america.",negative
3581,technology going ruin us all!!!! takes away must needed jobs. need anymore technology. dangerous irresponsible. stop chaos!!! insane!!!!,negative
3582,best documentary year.,positive
3583,inevitable - technology innovation never retreat - machine learning replace human - (steven hawking) - merge horizon - expense class separation. race race. amazing demise hope exist something greater - someone greater!,positive
3584,two hours liberal hand wringing. beginning bad. first half hour negativity oppressive. could finish last half. change constant folks. embrace thrive. resist wither.,negative
3585,"put internet together started using us without people's permission, without kind vote whatsoever. charade swamp creatures front congress.",negative
3586,ai end lots people going die result it. worst invention invented.,negative
3587,"lovely solare flare father sun , like "" carrington event "" bring surprise",positive
3588,program shows clear discrimination chinese innovation picking examples ai applications. us breast cancer diagnostics. china party loyalty suvilance ! bet anyone 10 1 cia leading world every imaginable evil application ai technology.,negative
3589,"us, bad guys, broken house, stolen car, stolen credit cards, identity thieves never got caught. stop feeding anti-china propaganda catch criminals first.",negative
3590,"catch documentary artificial inteligence bad, bad developed china western values.",negative
3591,think great thing. help eliminate lot low wage paying jobs open lot jobs tech field. trick find way get people community colleges.,positive
3592,already next impossible people low iq make living (no college degree) unrelenting automation next impossible people high iq make living.,negative
3593,"shit crap ,wait till starts breaking down, guess machine fix machine? want unicorn dammit",negative
3594,thanks let know ai works best place respecting human’s privacy!,positive
3595,"i'm still waiting flying car!!! supposed year 2000.. elon musk says real change ,in self driving vehicles least 20 years! musk one source ,i believe! michigan clip,my 2019 xlt sport f 150/ $41,000/v8/4x4/xlt crew cab came ...",negative
3596,"surprises,who govern data ,gaines modern world . excellent documentary.",positive
3597,"really believe technology boston dynamics(robots), ibm's watson(ai), google's deep learning (ai)....god help anyone names like...john, sara, or...conner!",positive
3598,hear ceos salesman selling products services. (and governments looking control manipulate) useless junk,negative
3599,"unscrupulous ai takes ai's... internet property... digital money... digital information, period... claims god (because made ""it"" god)... gonna it?",negative
3600,sorry. buzzkill again. project new american century. check out.,negative
3601,can't buy sell without mark beast... machine decides kill starve death run car. china becoming humans nightmare. predict china's suicide rate going climb higher north korean rocket.,negative
3602,"china winning, americans divided self destruction cannibalism. see charge white house",negative
3603,loving convenience lazy make us controlled corporates ai's. scary,positive
3604,"big tech already banned truth since big tech ai owned controlled parasites always used evil already used evil. best hope massive emf knock electronics, power grid give world chance kill evil. parasites never trusted.",negative
3605,"calm down, use phones computers every day - relax, good people watching stuff -",positive
3606,"non dare call conspiracy -by gary allen & many books&documentaries r must read, must rise & fight back moloch's evil cabal wish enslave us their...[please watch] ring power& zion king....luvhart",negative
3607,"thank much, posting frontline. lyman, sooooo good this. perfect voice.",positive
3608,everyone poorhouse huge companies screwed - one left products. unless universal basic income everyone screwed anyway.,negative
3609,"frank herbert correct book, ""dune"", ""thinking machines"" totally banned penalty quick absolute inhalation society using them.",negative
3610,"a.i must service human dignity, vice-versa.",positive
3611,"self teaching, forget, emotional physical input distraction. morality. humanity building death. reminds old star trek episode. robot found space eliminates imperfect life forms. wonderful. another damocles sword.",positive
3612,create a.i. helps enhance brains like advance combine us create stuff runs brain waves like hats fitted flat bill hats cowboy hats kinds hats it.. idea made nicky dox..,positive
3613,"fantastic journo-mentary frontline. man, sure hear years life lyman's voice, literally frontline without it. will, reading this, thank ""service"" brother. given thousand important stories pitch timbre deserve.",positive
3614,we’re literally living future dreamed of. exciting worrying time.,positive
3615,amazing country()can complete disregard intellectual property & steal w/out hesitation.. f'n whores,positive
3616,totalitarianism control pitfalls human spirit. history dogmas humans subjected give way inherent latent abilities every person.,positive
3617,greatest threat human existence humans themselves! ai deep learning along 5g automation little benefit value living. help now!!,positive
3618,"always throw sorrow story there, ""i take money son's piggy bank..."" followed sob... inequality.... largest uneven share... blah blah give reasons sob please.... stupid documentary. objective balanced documentary.",negative
3619,china perfect ai collective culture. easy control. ctraltdel,positive
3620,bad love something ai never accomplish. love nothing intelligence ideas. explains intelligent people idiots.,negative
3621,i’m developing technology trick facial recognition ai standpoint surveillance standpoint!,positive
3622,"beauteous mankind was! brave new world, robots in’t!",positive
3623,guys mastered art documentary making. keep great work!,positive
3624,"fear causes division, love creates unity. lead love. :)",positive
3625,last 20 minutes video negative influence china ai. americans ai..... care segment it????!!!!,negative
3626,"reports like show yang's $12k guaranteed income offered transition future poor exist consumers rich exist vacuum money keep core inflation down, consume world like cancer one stop.",negative
3627,extraordinary.,positive
3628,"amazing video.thank you,i awaiting new video!",positive
3629,"ai se janab ustad rashid khan jaise ga ke dikhaye koi 58 inch ultimately ai useful fraud, jealous, loosers namurad",negative
3630,"""thank you, dhruv rathee, consistently delivering insightful thought-provoking content. dedication addressing issues concerning democracy truly commendable. work educates also empowers viewers engage important topics. keep great work!",positive
3631,years best skills future. childhood wish become artificial engineer started learn computer science today ai dominating jobs.,positive
3632,anyone join ai course please give honest review anyone completed course,negative
3633,excellent command. proud dear.,positive
3634,dhruv vai mera comment parna plzzzzzzz fantasy satta fraud kiya hain iske bareme 1 video banau,negative
3635,dhruv sir requeste.... dream 11 contest 11 circle full detailed video banao real fake,negative
3636,"everytime videos give perfect lesson , awareness on... tqs",positive
3637,great job!,positive
3638,"dear dhruv rathee, really great person, explainling points clear, would like programme ai. must learn every person world, make life easy. great.",positive
3639,terrific content! videos would amazing highly appreciated.,positive
3640,"it' approx 100 days genocide ceasfire gaza don' share reality till .. wait video fan ,",negative
3641,think agi new era world accelerate innovations. also lead us end humanity. humans see upper powerful consciousness treats lower consciousness.,positive
3642,0:13 ai name please,negative
3643,sir mewat fraud bade pamane pr ho raha h plz sir aap mewat k upr video bnaye mewat nya bhut bda jamtara ban gya fraud lag bhag 5000 cr. ka ya usay bhi jada ka h sir plz ye log desh ko kamjor kr rhe log suicide kar rahe hai plz sir ..,negative
3644,humanoid robot work efficiently accurately world faceing conditions like robot movies,positive
3645,"absolutely fantastic video. kindly make videos ai, machine learning, chatgpt, robotics etc.",positive
3646,proud dhruv rathee bhaiya real hero,positive
3647,"great vedio, thanks!",positive
3648,"dhruv rathee sir,iam small student studying class 10,i joined chatgpt course,then decided share knowledge school thus,i held workshop school related ai knowledge got you,thanks lot,i'll always try spread special knowledge everyone touch",positive
3649,"70 , memory problems. said course helpful too. pls confirm. thanks",positive
3650,video invaluable resource spreading awareness artificial intelligence. insightful content clear explanations make easy anyone grasp potential impact ai. kudos creator entire team shedding light crucial topic!,positive
3651,"contents amazing, would love see more!! also good deep research several topics please make one video also.",positive
3652,love pakistan videos really mind-blowing makes curious know every history ongoing situation.. thank much content,positive
3653,great work always!,positive
3654,amazing explanation 'digital resolution'.,positive
3655,"great knowledgeable video, please make part 2 video like extension one.",positive
3656,"excellent video.. style explaining complex things, amazing.. best",positive
3657,"dhruv please make vedios related ai, highly essential future & education today's time.",positive
3658,love topic amazing make videos spread awareness regards,positive
3659,dhruv rathee sir realy amazing,positive
3660,dangerous fraud bro ai software hunter,negative
3661,thank video. truly great work people,positive
3662,great grand children watching video laughing future knowing people used learn ai.,positive
3663,impressive sure please make vedios regarding ai bkz future. appreciate efforts.,positive
3664,"dhurve rathi, videos ai fantastic! thank insightful content. please make videos topic; unique perspective valuable, i'm eager learn more. keep great work!",positive
3665,yes videos bnao ...... ai ka bara ma.....,negative
3666,"bought course, truly fake course nothing, explained prompts, nothing explained video. please don’t pay big amount.",negative
3667,"sorry say ai reality end misinformation, misleading interpretation unwarranted influence social media areas. ai could possibly make people like dhruv rathee jobless",negative
3668,dhuruv one best explainers world...,positive
3669,biggest online scam currently quantum ai....elon musk avatar talks exactly like elon musk...it asks $3250 promises ai software generate 10 times return month...lip syncing perfect people believe elon musk talking..,negative
3670,"guys buy useless courses, everything available youtube free , save hard earned money invest somewhere else, lose they'll make crores selling courses stuff",negative
3671,"absolutely amazing video, thank dhruv",positive
3672,ai think powerfull humans day last day multiverse,positive
3673,simply brilliant. please make videos ai more.,positive
3674,"super explained , dhruv !",positive
3675,dumbo sold youtuber even capacity talk ai opinion oh yes ... farsi photo & video fake ppl like dhruv luv .. that’s see connection,negative
3676,great always!,positive
3677,loved video. please make second part video highlighting ethical issues involved. thanks !,positive
3678,"absolutely loved video, keep growing",positive
3679,"thrill happy becouse explain 2 world th stright path tru relihiom= complete submition creter,thank u bro useful lesson",positive
3680,"bro children using ai tools complete homework good sign , adopting rapidly.",positive
3681,great video! want another one please,positive
3682,"really amazing video , love most, remarkable",positive
3683,ignore real & make fake look real thank you. secularathee ji 4 amazing teleprompter reading,positive
3684,"hello @dhruvrathee, logged site. tried twice purchase course failed. receive error message either. please check?",negative
3685,learned dhruv rathee ever learned school .... amazing content always,positive
3686,proud girl..keep achieving new heights,positive
3687,best answer video movie i-robot smith.,positive
3688,largest impact ai future military human soldiers replaced deadly robots world danger.,positive
3689,"yeah ! want dhruv . love . btw bageshwar baba real fraud , admit now.",negative
3690,great infotainment. please make ai future ai.,positive
3691,ai everything also create new life modified baby mother's womb can't rebirth imortal beautiful dark truth death,positive
3692,"love taught us fear marketing using us, reality chatgpt computer skills learnt free online less 30 minutes.",positive
3693,sabse danger ye hai ki kisi reputed person ka koi porn video create kr ke usko blackmail kr skta hai aur fir dher sare paison ki demand kr skta hai.... waise future ai ka bhot zyada misuse hone wala hai...,negative
3694,could please make videos different categories sectors ai make impact..love video great work,positive
3695,perfect knowledge,positive
3696,"engineer mohammad ali mirza praised you, praise enhanced love millions muslims around globe you.",positive
3697,dhruv bhai fraud loan app par video bnaiye plz,negative
3698,useful informative knowledgeable magnificent greatpresentation,positive
3699,proud indian much concerned india future.,positive
3700,"sorry dhruv, big fan guys take courses andrew ng this. love content.",positive
3701,best youtuber terms educating youth. keep going bhai haters toh bolte rahenge,positive
3702,love google bard... amazing.,positive
3703,"overall video overview ai new generation many benefits many chances, fall scam/fraud",negative
3704,superb explanation.,positive
3705,best book yuval noah harari homo deus,positive
3706,really appreciate valuable editing honestly valuable content,positive
3707,great video dhruv !!,positive
3708,"please create second part video. great one always, dhruve. really inspiration.",positive
3709,"know ai mystic invention everyone know ai, future changing exponential phase. prepared everyone",positive
3710,ai generate fake nudes . many lifes getting destroyed help . nudes ultra realistic. pin comment people get aware .,negative
3711,also learning graphics designing right now. thanks informing us thing.,positive
3712,best bigg boss ott dhruv bhaiya ji,positive
3713,hy dhruv pls make videos related ai important share information among people same. lots love,positive
3714,"@dhruv : working ai field last 13 years. right executive position. excellent awareness video. cloud providing infrastructure, scaled soon. hoping true skynet. :)",positive
3715,best teacher explained best topic amazing method,positive
3716,absolutely appreciable dhruv bhai,positive
3717,amazing always!!,positive
3718,13 years old i'm already lot knowledgeable watching videos ... teachers even know things know praise thanks sir...,positive
3719,software engineers already started utilising chatgpt development process. interacting ai fantastic since makes many tasks simpler previously.,positive
3720,called indian heigher post godi badshah use intelligence called bjp cell rahul gandhi effectivly indian stupid people believe fraud djp politicians blindlly.... indian people stupid people world elected godi again.... shame indian peoples,negative
3721,literally love videos. soo good informational,positive
3722,sir ai student class 10th things said whole video absolutely true,positive
3723,"let's say they're like high-tech comedy duo. ai provides brain, chatgpt brings punchlines. perfect combination wit wires, they'll laughing hard, might short-circuit funny bone!""",positive
3724,learn alot things channel - best learning channel! thanks dhruv brother.,positive
3725,anyone make ai caught scam ai ?,negative
3726,dhruv rathee really genius..!!,positive
3727,gobar bhakt kidhar hai tumhare baap ne 9 sal se yhi kiya hai juth pe juth,negative
3728,mujhe toh spiderman ka dialog yaad aa gaya great power comes great responsibily.,positive
3729,"dear dhruv, pleasekeep bringing videos related ai furture, covering different aspects it, thanks great & nobel work.",positive
3730,thanks lot dhruv bhai... videos also essential upsc preparation,positive
3731,loved dhruv btw idol,positive
3732,ai greatest invention blessing seed destruction mankind ever created.,positive
3733,"21:37 yes, please make videos topics helpful knowledge gained seeing videos. many people get know what's happening around videos help us gain awareness. thank making videos, highly appreciated!",positive
3734,"0:13 bhai 1 second nhi laga h 10,15 second lagata hai kuch bhi mat bolo",negative
3735,great dhruv bhai respect increase jai hanuman jii,positive
3736,amazing! would love watch ai-related videos sure!,positive
3737,graphic designer say true ai help everyone dhruv said replace graphics designer totally true digital painters copy cat designers get vanished ai. human touch makes art beautiful emotional even digital non digital.,positive
3738,one best video dhruv's .,positive
3739,"yes please make videos like this, love see them.",positive
3740,also able translate hindi english text...haina amazing,positive
3741,would happen ai became evil ai dangerous also . jab aapne apni shakal badli thi tab bilkul ranveer kapoor lag rahe,negative
3742,nicely explained visuals amazing. please make videos topic.,positive
3743,great video!!!,positive
3744,heartiest grateful productive session. thank dhruv sir making us aware aspects ai. much helpful.,positive
3745,"""thank much kindness help. truly appreciate it!""",positive
3746,"dhruv rathee bro...great, amazing, outstanding, genius,mind blowing knowledge & explanation...",positive
3747,"great information,dhruv rathee,thank much.this video informative",positive
3748,best teacher world,positive
3749,best youtube channel educational views. & also want next video ai topic.,positive
3750,great info! scammers paisa 'kamaatay' nhy loot'tay hain boss!,positive
3751,best video regarding ai chat gpt authentic data lots information thank video. team great,positive
3752,"thanks video, appreciate curation course towards this! keep good work, dhruv!",positive
3753,excellent video dhruvji. videos always intelligently made.thanks lot.,positive
3754,brilliant content actual extra brilliant visuals examples. never learned school good!!,positive
3755,huge respect & love u dhruv ji... keep rocking,positive
3756,"amazing video, dhruv...please make videos..",positive
3757,super bhai..... u r really genius.,positive
3758,excellent video.thank much great effort.,positive
3759,love death robot movie true,positive
3760,sir best engineering course future please reply.,positive
3761,amazingly crafted info,positive
3762,"great work , informative video , love pakistan",positive
3763,make videos. best topic.,positive
3764,stupidest content... nonsense dhruv... thoda padh le bhai.. understand intellectually bizzaare... sambhal k bana video bhai.. nonsense sellable product nowadays... u r stupid,negative
3765,"super informative, please create artificial intelligence",positive
3766,best videos always well explained.,positive
3767,great job dhruv bhaiya & thx great educational videos,positive
3768,amazing informative videos always !!!,positive
3769,"hi dhruv, missed one dark side effect ai specific generative ai generate fake video fake nude images girls using pictures turn completely nude..yes dark side effect people use take revenge harm image anyone.",negative
3770,video best dhruv rathee. going popular video,positive
3771,"dhruv, next video ideally technological singularity. eagerly awaited..",positive
3772,wow !! fabtabulour research fullly amazed,positive
3773,great piece information pros & cons ai. thanks indeed!! hopefully come information regarding ai tool near future.,positive
3774,crystal clear explanation dhruv. really impressive. please make video chandrayaan 3.,positive
3775,"excellent work dhruv, love respect pakistan",positive
3776,great great great job done excellent way. kindly make videos artificial intelligence (ai)....from pakistan,positive
3777,making 22 min video feel like 5 minutes requires incredible effort. amazing content!,positive
3778,0:24 lambe baalo toh dhruv bhai apne rj abhinav ke jaise dikh rahe hai,negative
3779,dhruv rathee really respected garu one beats love uu broo,positive
3780,informative dhruv sir. videos makes easy anyone understand topic high level. loved way story telling.,positive
3781,videos important topic. awesome coverage pls reduce price course ₹999,positive
3782,"make videos topic regarding threats also pros ai. btw, loved video!",positive
3783,surely need videos like this... big fan sir... type video educate us also prepare us future world.. please give videos like often.. love content,positive
3784,absolutely brilliant research amazing presentation. please keep educating,positive
3785,"huge fan sir you'r inspirational, contents next level praise brilliant mindset hardworks",positive
3786,productivity increased millions times. human work future still super rich!!,positive
3787,best video ever made dhruv ..well done..!,positive
3788,"great video, jobs created ai high paying ones replace skills required operating ai system easy acquire. demand jobs require human behavior understanding people skills.",positive
3789,best education video,positive
3790,"great episode dhruv, enrolled course. thanks coupon.",positive
3791,brother personally want know ai deeply acquire knowledge use . thanks lot every useful knowledge,positive
3792,one best video... thank's making type video...,positive
